numCinema,annee,nbEntrees
403681,2019,44861
404350,2019,92655
406333,2019,12181
406812,2019,36531
407140,2019,621763
407229,2019,507830
410232,2019,264294
412061,2019,11188
413157,2019,9686
416021,2019,13016
416622,2019,22557
418651,2019,115597
421203,2019,48102
421204,2019,203004
421932,2019,28757
423382,2019,25471
423422,2019,29774
426151,2019,1575
426463,2019,662439
427042,2019,32324
427363,2019,9344
427861,2019,25010
428921,2019,61905
430243,2019,15535
433913,2019,11606
433975,2019,52919
436927,2019,19732
438631,2019,8911
439295,2019,1757
439745,2019,8622
440044,2019,93432
441063,2019,5424
441261,2019,8285
442861,2019,92884
444330,2019,22727
448802,2019,7036
449133,2019,37887
449702,2019,11782
450271,2019,53642
450871,2019,41146
454504,2019,20071
456493,2019,14983
463353,2019,33515
465651,2019,18186
467301,2019,84931
469500,2019,216609
701400,2019,15828
715100,2019,3834
715700,2019,13096
720500,2019,34124
720551,2019,0
720650,2019,61676
720800,2019,94333
721100,2019,27661
721750,2019,14443
722000,2019,43102
723560,2019,1249
723760,2019,64018
724600,2019,20664
724640,2019,17687
483,2019,963224
721,2019,169342
751,2019,77832
803,2019,111149
883,2019,232842
2543,2019,86030
3211,2019,15631
3222,2019,213401
5861,2019,411805
7711,2019,88034
8132,2019,529754
8531,2019,102958
9452,2019,168403
9700,2019,12896
10184,2019,19939
11854,2019,8493
12101,2019,17191
12572,2019,23217
13413,2019,28965
15682,2019,18177
19702,2019,15424
19983,2019,215706
20203,2019,259567
20672,2019,18019
20931,2019,281868
22634,2019,20721
23301,2019,81429
23323,2019,25808
23561,2019,2132
23933,2019,12306
23951,2019,15267
26180,2019,9406
26402,2019,3872
29563,2019,8009
30482,2019,11841
32771,2019,455436
33122,2019,39369
33772,2019,20804
33912,2019,4206
34482,2019,24644
35872,2019,6809
35953,2019,9030
36013,2019,9586
36071,2019,470196
37350,2019,754
38501,2019,10681
39131,2019,51690
39442,2019,336548
39474,2019,226341
39662,2019,11965
41142,2019,139
42841,2019,19085
44005,2019,21877
44042,2019,16774
44239,2019,24726
45132,2019,10647
48503,2019,22361
50151,2019,807718
51261,2019,8717
52532,2019,12962
54292,2019,7881
54604,2019,20950
54891,2019,19764
56475,2019,48869
56558,2019,21260
57141,2019,52190
57303,2019,144257
57851,2019,24134
58121,2019,2032
58841,2019,58004
62802,2019,120434
62871,2019,613151
63411,2019,42193
67312,2019,61181
67903,2019,172876
71791,2019,5977
73083,2019,10785
74322,2019,12200
75021,2019,208490
76825,2019,85435
80942,2019,70848
81456,2019,48972
82133,2019,30495
82961,2019,104790
84711,2019,8506
85993,2019,29680
86072,2019,8445
86313,2019,9655
86561,2019,24017
86772,2019,90061
86781,2019,25258
87941,2019,3669
87966,2019,40373
88236,2019,7726
88371,2019,17877
88512,2019,552147
88751,2019,42060
90112,2019,16318
94997,2019,7649
95006,2019,19644
95052,2019,35737
95405,2019,179095
95451,2019,38768
96611,2019,7463
99631,2019,168656
102173,2019,113706
102246,2019,98015
103166,2019,5663
104143,2019,181752
104282,2019,12416
104301,2019,18474
104801,2019,27378
106582,2019,9262
106673,2019,379684
106681,2019,30333
107511,2019,7022
110761,2019,93
112014,2019,52169
114062,2019,51048
114701,2019,3001
114720,2019,13189
114727,2019,3385
114971,2019,298104
115104,2019,116090
115566,2019,14807
119812,2019,34582
120071,2019,795838
122243,2019,7720
123905,2019,50554
125135,2019,19280
125424,2019,345
125933,2019,41174
136201,2019,152545
136686,2019,76001
137481,2019,178491
138345,2019,9984
138594,2019,13929
138901,2019,54170
139283,2019,31145
139541,2019,27932
141262,2019,14374
141321,2019,768601
141711,2019,10331
141823,2019,19764
142311,2019,10616
142626,2019,40016
143691,2019,33030
143731,2019,30555
154142,2019,6626
154251,2019,56184
154393,2019,29913
154444,2019,50781
154712,2019,362907
156393,2019,10125
158812,2019,55284
159674,2019,32045
161061,2019,15154
163811,2019,133300
164811,2019,25922
165383,2019,2989
165801,2019,1626
165884,2019,8513
166434,2019,150162
166862,2019,13071
167151,2019,11475
168193,2019,12772
171253,2019,4745
172213,2019,29788
173991,2019,366730
178231,2019,9905
182462,2019,15894
183951,2019,27199
184252,2019,4481
190281,2019,18049
192833,2019,25293
193111,2019,24830
193442,2019,265918
199951,2019,16246
201253,2019,13897
201753,2019,32505
202891,2019,2489
203523,2019,64565
204141,2019,16881
204312,2019,2759
208981,2019,208074
212450,2019,7222
212871,2019,116508
215183,2019,6404
218381,2019,3807
219191,2019,29159
221712,2019,15300
223593,2019,75823
224165,2019,1440885
225444,2019,12913
226211,2019,14585
226974,2019,14854
229082,2019,370291
230152,2019,13516
230301,2019,9601
231939,2019,7489
232584,2019,5726
233001,2019,50385
234295,2019,493093
235942,2019,73505
236001,2019,15094
237903,2019,6129
237933,2019,14994
238244,2019,37407
239353,2019,221092
243839,2019,2116
245911,2019,27296
248254,2019,15400
248763,2019,4198
249451,2019,16234
250410,2019,6302
250751,2019,726312
250935,2019,4043
254173,2019,500267
255421,2019,15057
257772,2019,109976
258161,2019,4844
259022,2019,79829
260903,2019,212592
260904,2019,685
262921,2019,30884
263484,2019,6281
263612,2019,5503
263912,2019,22396
264672,2019,10377
266213,2019,1370
266292,2019,236100
266361,2019,17661
266571,2019,21072
267061,2019,43891
270562,2019,10853
271052,2019,11587
272358,2019,230240
272481,2019,7398
274502,2019,3909
274543,2019,71146
274682,2019,21478
274702,2019,31040
274900,2019,22093
275311,2019,36303
275336,2019,23048
277331,2019,344370
278241,2019,24783
278802,2019,24450
278805,2019,41204
282631,2019,14576
282922,2019,23806
283043,2019,30063
283105,2019,2780
283523,2019,38780
283551,2019,10187
284121,2019,1446162
284362,2019,207421
287391,2019,19331
287462,2019,668994
288151,2019,8888
288571,2019,83022
289344,2019,665690
290044,2019,21362
291144,2019,31795
293630,2019,14973
297871,2019,770211
298831,2019,54863
298834,2019,59497
299572,2019,27846
302933,2019,66673
305014,2019,479833
305041,2019,129014
305632,2019,37556
309331,2019,774557
310106,2019,630498
310180,2019,529106
310542,2019,13252
314451,2019,35090
315312,2019,75159
317442,2019,27356
319161,2019,197592
320311,2019,371298
324731,2019,9006
326263,2019,60233
326550,2019,8042
326741,2019,7105
327092,2019,20268
327945,2019,103952
327961,2019,22589
328244,2019,149097
333683,2019,729608
333751,2019,87847
334606,2019,2710
335054,2019,269358
335303,2019,476320
338902,2019,19874
343321,2019,42656
345421,2019,643386
346502,2019,137776
346622,2019,626532
347831,2019,62007
348296,2019,1019595
348314,2019,427267
350414,2019,11160
350542,2019,21777
351052,2019,17538
352610,2019,33033
357751,2019,37683
358561,2019,296592
364961,2019,322478
367052,2019,7594
367453,2019,78212
368801,2019,12286
370073,2019,10341
370483,2019,9490
371131,2019,15383
374903,2019,724745
376802,2019,50828
377083,2019,494818
377441,2019,15571
381260,2019,1128491
382552,2019,111594
385421,2019,221790
385491,2019,100167
386864,2019,57133
386961,2019,64621
387092,2019,92370
387191,2019,94828
387661,2019,17800
390271,2019,5310
390680,2019,28914
390793,2019,154812
390821,2019,29512
391951,2019,2073
392671,2019,11447
393293,2019,26165
394201,2019,165060
395463,2019,29300
395484,2019,50794
396771,2019,27450
396961,2019,39345
399686,2019,14434
399689,2019,16932
399721,2019,44130
403400,2019,6580
405772,2019,32195
407871,2019,24204
408323,2019,486372
409142,2019,29172
409903,2019,27535
411244,2019,9991
412532,2019,3579
414162,2019,36279
418633,2019,351009
418992,2019,133051
419082,2019,16500
420443,2019,27905
421441,2019,52899
421911,2019,152852
421923,2019,7151
422871,2019,46865
423383,2019,364014
423561,2019,10856
423865,2019,3446
424194,2019,7187
424465,2019,4340
426533,2019,138442
427442,2019,8818
427703,2019,27945
429814,2019,296199
430222,2019,15351
430771,2019,17759
431351,2019,346146
431771,2019,92452
433570,2019,35924
434402,2019,12162
436453,2019,1214
437012,2019,80438
437401,2019,22911
437630,2019,384196
438001,2019,44022
439271,2019,30518
439721,2019,187026
439901,2019,13133
439941,2019,5553
441861,2019,15015
444091,2019,9044
446494,2019,21028
446901,2019,5417
450171,2019,15238
452571,2019,36399
454671,2019,24014
455071,2019,258993
457562,2019,22708
457861,2019,24264
460135,2019,1733
462321,2019,799646
463643,2019,13263
464706,2019,277678
468741,2019,1066555
576000,2019,10287
700000,2019,208633
702550,2019,6894
703700,2019,16492
704450,2019,23712
720450,2019,33416
720600,2019,6462
720750,2019,6469
720850,2019,393200
721000,2019,4771
721450,2019,197481
722040,2019,24275
722200,2019,63249
722241,2019,8250
723960,2019,183039
724760,2019,267857
724800,2019,1237182
12,2019,412142
54,2019,277795
311,2019,123832
612,2019,305715
741,2019,20644
814,2019,46984
1031,2019,15366
2982,2019,154753
4731,2019,693746
6212,2019,184006
6611,2019,274823
7491,2019,1758521
8361,2019,230842
8425,2019,33370
8513,2019,6143
8621,2019,27165
9802,2019,255631
9920,2019,10101
10192,2019,5102
10552,2019,450743
12612,2019,11922
13161,2019,5112
13513,2019,45974
13622,2019,295538
13683,2019,17721
13685,2019,5010
14033,2019,5354
14222,2019,132243
15792,2019,11022
16573,2019,73409
17545,2019,64245
18291,2019,306340
18861,2019,31260
18866,2019,4577
20311,2019,50440
21532,2019,9834
22636,2019,251965
23392,2019,20642
23513,2019,50439
24246,2019,3304
26132,2019,17877
27834,2019,37336
28462,2019,73590
31236,2019,26993
31331,2019,10941
33791,2019,9281
35861,2019,27257
36122,2019,34864
36282,2019,916112
40293,2019,539333
41134,2019,9043
42717,2019,2843
44502,2019,3064
45471,2019,21417
47950,2019,5668
48241,2019,4580
52174,2019,14564
52619,2019,7940
53461,2019,164035
57221,2019,5947
57821,2019,41547
58143,2019,94829
59211,2019,57737
62121,2019,3321
66714,2019,3759
66835,2019,4259
67021,2019,81441
68025,2019,35275
68114,2019,347942
69231,2019,26579
71901,2019,28959
73098,2019,86317
74662,2019,35921
76821,2019,10642
78542,2019,13820
81101,2019,21537
81451,2019,71717
82604,2019,51319
83601,2019,638752
84441,2019,16847
84712,2019,5968
85851,2019,8176
87772,2019,9854
89481,2019,11917
90345,2019,211823
90763,2019,61525
90932,2019,45702
91033,2019,6968
92302,2019,364523
93261,2019,79794
94711,2019,13907
95413,2019,5972
95562,2019,5364
95732,2019,12410
97431,2019,9244
103985,2019,9140
104391,2019,4431
104824,2019,61463
106262,2019,6439
106291,2019,11603
108298,2019,15837
108774,2019,112618
109836,2019,19155
110351,2019,23905
111621,2019,33437
112825,2019,562
114564,2019,2762
114621,2019,92212
114664,2019,227891
115562,2019,10808
117742,2019,4283
118495,2019,157487
119181,2019,9218
120241,2019,2454
120434,2019,6947
121792,2019,5421
122525,2019,10536
125513,2019,12240
127821,2019,107453
128421,2019,64044
129441,2019,26465
130653,2019,26370
133212,2019,23552
133381,2019,7126
136753,2019,4777
136912,2019,39976
138462,2019,6240
139232,2019,11700
140713,2019,15307
141031,2019,9538
142522,2019,505356
144981,2019,66612
146371,2019,2551
146393,2019,25246
146931,2019,39984
147084,2019,239468
147521,2019,51058
148024,2019,51556
148811,2019,11361
153083,2019,263303
155414,2019,7370
157231,2019,116031
159364,2019,20276
162212,2019,40030
162213,2019,10028
164022,2019,9522
164831,2019,13123
167035,2019,9596
168942,2019,11928
171242,2019,11413
172682,2019,28738
172743,2019,21763
173332,2019,12553
173432,2019,10908
179852,2019,164275
181262,2019,119435
181553,2019,42729
183301,2019,10224
184852,2019,2435
185023,2019,16729
185044,2019,21871
187022,2019,29140
187201,2019,20825
187365,2019,4601
187515,2019,6837
188341,2019,41579
188762,2019,6345
189830,2019,13957
190194,2019,118066
192631,2019,10558
193591,2019,5864
195021,2019,5724
196901,2019,45807
199831,2019,14527
200332,2019,12440
202551,2019,25228
204534,2019,16486
207170,2019,6506
213491,2019,41982
215092,2019,16652
215621,2019,609
215634,2019,17775
216451,2019,58439
216843,2019,21191
220603,2019,443011
222030,2019,5804
222481,2019,34187
225081,2019,836902
226883,2019,16669
229262,2019,51636
229833,2019,680613
231270,2019,213917
232454,2019,441493
234801,2019,402686
236594,2019,286824
238013,2019,797898
238421,2019,11244
238494,2019,35530
239412,2019,1557
241923,2019,15383
244492,2019,69292
245883,2019,577453
246501,2019,133284
246763,2019,29242
248151,2019,13091
249441,2019,410833
249471,2019,5804
249563,2019,39434
249831,2019,22530
253763,2019,74777
254005,2019,360263
256211,2019,893673
260731,2019,20506
263563,2019,38321
264123,2019,15605
264591,2019,1863429
267832,2019,62130
268733,2019,10923
268813,2019,20150
269635,2019,11438
269843,2019,25871
273631,2019,139772
274603,2019,55897
275201,2019,21618
275771,2019,27745
276086,2019,16064
276361,2019,58019
278432,2019,364942
278721,2019,12839
279663,2019,4226
280653,2019,9429
282583,2019,2685
283412,2019,5652
284113,2019,12709
284155,2019,52972
284207,2019,3864
284613,2019,1127325
284631,2019,19039
287472,2019,53510
288024,2019,6652
291731,2019,5433
293121,2019,63222
293392,2019,8162
293801,2019,14990
299281,2019,38609
299511,2019,7550
300801,2019,22585
303475,2019,21078
306414,2019,2018
306521,2019,139525
306601,2019,15458
307135,2019,456481
307361,2019,67055
307943,2019,58399
309891,2019,2318
312973,2019,9549
313151,2019,535672
314471,2019,27406
314601,2019,380
315251,2019,18282
317291,2019,1912
318801,2019,10698
319022,2019,12023
320411,2019,6584
320771,2019,29904
320873,2019,8049
321121,2019,12908
322721,2019,272378
322952,2019,27946
323493,2019,48492
328621,2019,16377
329792,2019,37268
330021,2019,33281
330052,2019,147482
335108,2019,86163
336191,2019,249158
338342,2019,13757
339810,2019,10194
339852,2019,67338
340411,2019,146520
341321,2019,58602
342071,2019,50871
342900,2019,28316
343750,2019,24764
344352,2019,136728
344590,2019,7663
349322,2019,154388
349492,2019,20718
349524,2019,31870
351333,2019,15131
352923,2019,9803
354301,2019,18427
357672,2019,21109
360572,2019,3814
362074,2019,37088
362773,2019,548822
363480,2019,209244
364205,2019,546779
368403,2019,4929
368614,2019,207665
369781,2019,28230
373599,2019,2652
374021,2019,9958
374582,2019,10531
375012,2019,45027
375325,2019,529295
377892,2019,2629
378061,2019,5542
382412,2019,273635
383261,2019,72717
384532,2019,8756
385371,2019,21396
386192,2019,31047
386792,2019,292792
390024,2019,250418
390184,2019,55212
392710,2019,23966
397231,2019,218926
400305,2019,150471
401371,2019,20496
402242,2019,705
402493,2019,148380
404603,2019,458137
405462,2019,14182
405831,2019,6946
408122,2019,52944
408441,2019,11786
408682,2019,2088
408744,2019,89939
