numCinema,nationalite,PdM
176722,USA,30.40908384
176873,USA,20.66778586
178423,USA,22.03922914
179902,USA,40.57724958
182282,USA,31.94242864
182931,USA,21.01380446
184053,USA,56.03049427
184364,USA,16.04095563
184581,USA,34.3823712
185116,USA,38.38748496
186232,USA,31.08348135
187191,USA,11.56970772
187441,USA,9.625230391
188681,USA,12.40560949
191372,USA,36.88198758
193373,USA,45.49006357
197622,USA,21.02004717
198721,USA,33.30550918
201524,USA,26.55765921
201632,USA,36.41035778
201821,USA,32.35710912
202085,USA,15.77133349
202214,USA,33.43367018
202562,USA,33.91552874
205001,USA,17.01096659
210701,USA,34.58008658
213462,USA,35.31139835
214541,USA,24.12868633
217372,USA,16.05101143
224532,USA,8.229426434
227031,USA,28.94043226
227982,USA,31.28180662
229261,USA,17.49651
232586,USA,24.6274149
232943,USA,27.70737722
233722,USA,20.09332167
233742,USA,22.39189189
233941,USA,28.30568125
235561,USA,24.63276836
235831,USA,29.51007326
236833,USA,45.76069671
237945,USA,38.32695462
238021,USA,37.84067086
239121,USA,56.29539006
242422,USA,29.36687394
244496,USA,15.45028457
244715,USA,13.94160584
246432,USA,9.00464365
249942,USA,22.39185751
252134,USA,32.98969072
252991,USA,28.38884224
253313,USA,49.7864119
253442,USA,23.88327722
254781,USA,26.91112492
255911,USA,34.50872714
258652,USA,32.23938224
258732,USA,50.82335329
258952,USA,31.99294533
261581,USA,18.26953003
262622,USA,14.30369128
263372,USA,29.950827
264151,USA,32.62357414
267243,USA,14.43214779
267433,USA,7.856326945
267481,USA,24.40860215
268122,USA,17.7727784
268583,USA,24.85489928
269255,USA,18.67693185
270673,USA,48.01405975
271071,USA,32.41638012
271162,USA,13.89599318
272101,USA,28.6259542
274272,USA,48.68076014
274732,USA,49.92026888
275205,USA,34.54979641
275273,USA,28.59922179
275751,USA,42.79706565
276221,USA,34.44913877
276351,USA,52.05066345
276712,USA,28.67286267
279662,USA,30.65781533
282092,USA,20.08
282411,USA,40.39017341
282651,USA,39.94526546
282999,USA,56.75379174
284694,USA,43.36129177
285966,USA,44.06760436
285975,USA,42.72699666
286912,USA,24.4939759
290093,USA,29.25861248
290975,USA,20.11530166
291822,USA,39.6526238
291891,USA,53.75475447
291964,USA,52.09482567
292231,USA,37.01714148
292374,USA,23.62271874
294314,USA,43.04793751
294861,USA,37.60690657
295254,USA,36.40667535
295493,USA,9.216443727
297122,USA,20.47002725
297601,USA,15.13371464
297962,USA,30.41454223
299122,USA,24.53744493
300171,USA,14.18636996
301624,USA,17.9639849
301781,USA,33.97185656
302453,USA,9.973136333
304442,USA,30.59885152
305031,USA,25.19461263
307692,USA,42.38003839
308231,USA,21.81878748
308361,USA,29.2798913
309443,USA,14.03595174
313704,USA,31.96536145
314413,USA,20.93643735
314823,USA,43.71316306
315332,USA,41.35762657
317384,USA,31.11339383
318661,USA,31.5160411
318711,USA,21.63575844
318981,USA,17.68849465
320532,USA,27.8070531
320561,USA,14.92776886
321135,USA,33.66396153
321912,USA,45.95974102
322592,USA,24.7957993
323812,USA,53.06324111
323840,USA,45.5973346
324302,USA,7.470817121
329162,USA,16.38157895
329501,USA,41.63687372
333600,USA,38.85804169
334921,USA,17.3564753
335711,USA,36.2170088
338172,USA,36.40340678
338590,USA,45.73953488
338953,USA,19.29530201
339311,USA,56.18878005
339491,USA,37.96791444
339851,USA,35.63973715
342332,USA,12.30982019
344002,USA,13.50284454
347162,USA,35.51571131
348315,USA,50.36609874
348442,USA,15.88145897
350023,USA,21.95054945
350390,USA,6.646102075
352223,USA,26.93926639
353161,USA,46.76036555
355993,USA,18.27683616
356871,USA,23.09859155
362034,USA,50.49309665
362651,USA,21.47849462
363131,USA,11.17397454
364945,USA,7.281553398
365434,USA,29.58409626
365721,USA,31.85009979
367911,USA,25.88235294
371581,USA,28.97402467
372146,USA,35.04797441
372181,USA,35.3195739
372341,USA,24.59705676
373722,USA,19.74391999
376531,USA,44.79541977
377271,USA,17.61168583
379013,USA,22.91970803
379403,USA,13.63442086
381941,USA,20.27447651
383245,USA,37.20219914
383585,USA,8.748243111
383961,USA,11.48354585
385401,USA,16.26278945
385793,USA,21.61131059
386782,USA,52.38073474
387041,USA,46.72487673
388371,USA,32.72058824
390791,USA,27.54137116
391331,USA,51.82878509
398251,USA,31.29770992
399432,USA,46.66485548
402249,USA,17.36011478
404692,USA,10.20666385
405441,USA,15.81979017
407211,USA,21.9159947
407220,USA,23.47509793
409463,USA,38.4264175
411540,USA,67.96208531
412322,USA,15.20908005
412415,USA,26.2835249
412623,USA,51.46888038
416701,USA,18.47583643
421997,USA,22.0845868
422160,USA,21.91754554
426120,USA,27.29457542
426273,USA,35.16886931
426924,USA,20.50319189
429132,USA,19.38479396
430102,USA,36.89337584
430455,USA,21.10866035
431732,USA,17.36284211
431801,USA,33.94328089
434682,USA,17.71678104
437682,USA,21.06444373
438461,USA,18.79968823
439502,USA,18.96782842
439990,USA,54.10129882
440961,USA,28.82531426
441953,USA,37.81883912
444791,USA,29.61247491
447605,USA,41.48962282
448762,USA,22.52693438
448981,USA,66.31578947
449661,USA,24.23430011
450503,USA,45.27659574
452961,USA,16.56985248
454531,USA,31.60571305
463842,USA,30.47493404
464453,USA,28.53380158
465193,USA,51.39569341
466201,USA,50.35389478
468243,USA,31.19548486
468473,USA,17.83861353
468533,USA,24.9216814
469245,USA,31.17931291
470161,USA,13.5106383
575001,USA,26.0691975
700250,USA,27.80930761
703300,USA,42.70253556
706850,USA,30.24795308
709650,USA,64.68401487
719456,USA,50.33407572
720700,USA,37.82222519
720950,USA,30.08004926
721200,USA,17.71428571
721250,USA,29.34282126
722760,USA,41.75825763
723480,USA,0
723600,USA,36.0826703
724048,USA,41.74538911
724120,USA,9.072631314
724520,USA,27.0718232
31,USA,35.97463468
321,USA,37.6660842
733,USA,15.89440396
802,USA,15.66869846
821,USA,6.578162545
1791,USA,18.85540777
3741,USA,35.32412449
8291,USA,14.5095479
8341,USA,14.06576564
8374,USA,51.72746092
8451,USA,12.17025615
8632,USA,31.4084233
9900,USA,35.52678956
10992,USA,20.41307423
11592,USA,15.3717906
12454,USA,20.22900763
12562,USA,32.01233616
13423,USA,18.09399478
13686,USA,22.67964072
14114,USA,51.77304965
14445,USA,45.30855224
14693,USA,26.44273353
17082,USA,31.23943942
17303,USA,31.09630067
17326,USA,41.00032906
18701,USA,26.08863571
19941,USA,63.02390562
19945,USA,13.08290155
19984,USA,39.15847666
21571,USA,43.04357959
23262,USA,46.76957001
23491,USA,48.29242903
24753,USA,50.57399938
25032,USA,25.72026022
28113,USA,27.89311408
28264,USA,11.59283695
28661,USA,34.96852224
28732,USA,48.67560596
28991,USA,58.13221567
29373,USA,32.40469208
29741,USA,29.30842654
33751,USA,18.75354108
36602,USA,47.84303056
38592,USA,21.20132953
38931,USA,23.62048818
42011,USA,22.18415775
42075,USA,14.20733468
45876,USA,22.22911177
45877,USA,23.05584358
46862,USA,22.09048362
49522,USA,20.17675683
50033,USA,29.70865374
50833,USA,56.35391304
53122,USA,49.8115339
58735,USA,47.35281823
58773,USA,58.17832242
59033,USA,55.62853944
61132,USA,20
67734,USA,18.83228392
68212,USA,32.7643181
68561,USA,23.29651235
68562,USA,35.93616415
71942,USA,35.28070175
73099,USA,18.09755021
73371,USA,44.65849387
73582,USA,25.50867131
77351,USA,11.80089134
77733,USA,17.47088186
78505,USA,34.52069146
80391,USA,27.58020663
81311,USA,7.040662651
81414,USA,42.69188031
81541,USA,3.274784162
81545,USA,20.37735251
82392,USA,26.16430142
82603,USA,30.3127506
83071,USA,31.55389641
84734,USA,22.23825557
84774,USA,35.84082446
84781,USA,16.5903582
84782,USA,46.76908502
86103,USA,44.92253018
86353,USA,24.49226306
86860,USA,40.86226175
88111,USA,10.46168959
89105,USA,49.72932931
90191,USA,36.11662531
91492,USA,29.87221473
92441,USA,16.12838516
94743,USA,49.9031415
95044,USA,18.44695589
95076,USA,45.06899364
96184,USA,29.65674081
96641,USA,31.20879121
99031,USA,54.57340507
103201,USA,54.05219129
103561,USA,30.58151139
104164,USA,31.91814823
104181,USA,26.13383536
104642,USA,27.17176354
104661,USA,33.27044025
104851,USA,27.09960269
105375,USA,11.7425668
106181,USA,48.14526473
107043,USA,43.83061049
108192,USA,24.2053307
108932,USA,
109792,USA,38.94535566
113131,USA,49.48790212
114032,USA,23.35732528
118135,USA,26.37100125
119122,USA,11.66768479
119281,USA,16.3077473
125322,USA,40.69982088
126311,USA,22.28867624
127501,USA,8.149224065
127661,USA,46.5722465
131031,USA,19.44323619
133141,USA,43.59659163
133621,USA,39.13869854
136666,USA,37.96358848
137663,USA,23.7463604
138352,USA,23.97528501
138641,USA,36.03395062
138712,USA,11.86463452
138922,USA,28.37674659
139503,USA,21.30786187
144303,USA,26.33116452
144331,USA,34.95904691
145792,USA,20.77142857
146013,USA,0
146762,USA,12.62910798
147071,USA,20.59567294
147971,USA,29.01785714
148324,USA,22.76197085
149335,USA,30.38950219
149552,USA,25.23709168
152884,USA,13.41803533
155143,USA,21.615049
157971,USA,49.81884058
158701,USA,51.74073252
162501,USA,13.60737477
162853,USA,15.49914572
163962,USA,42.13575116
164771,USA,27.26461401
166051,USA,27.72874794
168953,USA,32.24280646
174813,USA,14.32174888
175924,USA,21.36701337
177140,USA,27.60540971
177201,USA,12.89652703
181422,USA,17.40130997
182461,USA,19.02206321
183942,USA,36.54925983
185173,USA,31.48039789
185175,USA,24.0716697
185241,USA,31.44403257
187852,USA,1.696832579
188041,USA,25.86253735
188933,USA,27.94268168
189741,USA,22.37654321
193185,USA,39.46474935
193731,USA,13.71323529
194671,USA,30.0952381
198581,USA,36.73059361
201041,USA,17.27642276
202162,USA,43.14717996
202292,USA,28.93293969
202370,USA,26.09347663
203343,USA,16.591554
203672,USA,23.60420122
204451,USA,32.48587571
204507,USA,9.673097535
204891,USA,37.41707724
205601,USA,33.75966837
206924,USA,47.1689779
209151,USA,46.84236698
209494,USA,25.51102899
211844,USA,28.45598349
213542,USA,28.03146913
213933,USA,34.25117529
214841,USA,16.58427346
215581,USA,19.69606675
215723,USA,53.61710913
216371,USA,17.98980335
216471,USA,35.07718696
221842,USA,45.35004201
223612,USA,6.921675774
227281,USA,21.16060961
228122,USA,27.14497041
232572,USA,29.69352547
233181,USA,30.01089325
235771,USA,47.60699675
237793,USA,19.69839774
237821,USA,29.32523617
238032,USA,30.86166993
238163,USA,14.70868916
238886,USA,34.94148555
240661,USA,16.5845244
242852,USA,31.09735122
243552,USA,26.86922061
244491,USA,22.75806452
244700,USA,24.28803906
247550,USA,43.23389372
249791,USA,38.33713456
250412,USA,46.7275117
251251,USA,34.18043202
251922,USA,32.7171458
252212,USA,19.21552436
253164,USA,30.34080361
255072,USA,50.81782852
256983,USA,41.49765991
257302,USA,13.28794978
260602,USA,24.48535234
261273,USA,9.171597633
261730,USA,12.51823753
262461,USA,23.80994671
264442,USA,30.29721956
267391,USA,15.99960032
268841,USA,13.38665544
269141,USA,35.75648481
269222,USA,20.33922668
270633,USA,20.79122148
272392,USA,56.79447738
272701,USA,18.13789501
273071,USA,23.51375333
273182,USA,17.01701702
273565,USA,32.51113804
275334,USA,65.38461538
275460,USA,47.6945245
277201,USA,37.41625046
277721,USA,39.87344739
277851,USA,34.49536811
277893,USA,35.71582347
277940,USA,32.01948627
278231,USA,54.3152414
279192,USA,38.26327625
281723,USA,48.51203407
282842,USA,43.6985237
282860,USA,25.58309038
284111,USA,33.34564254
284490,USA,31.08554996
284662,USA,55.40231406
284747,USA,26.88344401
285872,USA,21.68422684
286831,USA,34.03769275
288291,USA,52.02565533
288922,USA,25.70356473
289783,USA,62.56383166
290022,USA,16.82048546
290032,USA,34.76058932
290063,USA,50.50761421
290191,USA,35.08226691
290388,USA,44.79560366
291014,USA,18.83109293
291027,USA,26.07881773
291114,USA,63.04604486
292341,USA,0
296921,USA,39.07959953
298142,USA,14.06015038
301633,USA,14.02505026
302485,USA,29.43765281
303122,USA,19.76808266
303281,USA,14.17639429
303803,USA,32.65672904
305101,USA,18.87329887
307502,USA,31.27648305
312981,USA,6.830601093
315411,USA,17.72983114
317394,USA,47.51090978
317613,USA,11.00100052
317831,USA,47.96978281
318612,USA,21.82900094
320333,USA,34.42136499
321594,USA,21.0070877
324021,USA,29.42386831
324212,USA,22.87414966
329941,USA,9.496996997
330431,USA,23.87391588
331964,USA,22.23148865
335751,USA,21.529261
336023,USA,29.09287549
336432,USA,27.64003673
336801,USA,36.31194151
337051,USA,28.1945163
337784,USA,28.22113241
338335,USA,56.19616205
338461,USA,43.65278619
339713,USA,47.54166667
339911,USA,45.44886807
341652,USA,25.36579515
343010,USA,30.1796788
343491,USA,49.26749251
343762,USA,30.40770844
345631,USA,7.250608273
347302,USA,22.57415787
348311,USA,32.33843758
350169,USA,28.08808066
350641,USA,12.24637681
351441,USA,44.17066667
353252,USA,23.97598113
353531,USA,15.54437774
356024,USA,30.88857546
357904,USA,22.58968103
358333,USA,56.82795169
359462,USA,50.11554286
359622,USA,40.05374142
359772,USA,30.84363246
362414,USA,19.35483871
364121,USA,27.33148661
366992,USA,40.23984011
367871,USA,28.08316719
368723,USA,48.06636156
369792,USA,30.07530844
370251,USA,16.47230321
374082,USA,25.70689337
374431,USA,36.07223476
381152,USA,18.3395622
381240,USA,57.64976073
382423,USA,26.03538467
382660,USA,18.56818918
383599,USA,22.07678433
384051,USA,48.59331992
385823,USA,22.81309751
386264,USA,43.05455851
387142,USA,34.4920098
388971,USA,34.17047184
393253,USA,33.14830984
393312,USA,18.99492854
394522,USA,19.60595647
395671,USA,31.2200402
395720,USA,24.06940381
395872,USA,18.67706678
396151,USA,53.81981152
396502,USA,12.98399587
399341,USA,42.78017241
399681,USA,21.73760113
403681,USA,16.83324566
404350,USA,50.05176579
406333,USA,42.57540603
406812,USA,25.72753945
407140,USA,32.50135648
407229,USA,31.46649277
410232,USA,30.95431327
412061,USA,20.47030449
413157,USA,44.53151618
416021,USA,18.9124424
416622,USA,24.25206875
418651,USA,19.90517923
421203,USA,43.49143993
421204,USA,36.24444685
421932,USA,33.19502075
423382,USA,32.76001075
423422,USA,16.49122807
426151,USA,29.8533414
426463,USA,21.21684867
427042,USA,22.13855422
427363,USA,49.46982102
427861,USA,11.86543285
428921,USA,15.62290465
430243,USA,25.97938144
433913,USA,48.58738712
433975,USA,57.62067256
436927,USA,31.20555915
438631,USA,13.30985915
439295,USA,24.57901554
439745,USA,43.21626617
440044,USA,31.15720009
441063,USA,57.56457565
441261,USA,42.60233985
442861,USA,29.38015048
444330,USA,34.99944831
448802,USA,51.25808771
449133,USA,22.91529875
449702,USA,35.44995795
450271,USA,42.53613854
450871,USA,21.47195427
454504,USA,26.32778015
456493,USA,54.09974641
463353,USA,48.87422489
465651,USA,31.74121112
467301,USA,56.74706763
469500,USA,32.71619976
701400,USA,26.15152278
715100,USA,48.78503307
715700,USA,8.581603548
720500,USA,21.77267272
720551,USA,46.94589536
720650,USA,0
720800,USA,40.78817734
721100,USA,34.4637224
721750,USA,37.56778309
722000,USA,30.09463722
723560,USA,55.41396983
723760,USA,49.3129771
724600,USA,40.39978958
724640,USA,13.99769585
483,USA,19.95241971
721,USA,7.076759204
751,USA,10.37952532
803,USA,76.67775386
883,USA,74.78214057
2543,USA,28.93915757
3211,USA,9.408157744
3222,USA,40.62848857
5861,USA,23.33293878
7711,USA,29.58261925
8132,USA,46.32582557
8531,USA,53.71108661
9452,USA,27.20368511
9700,USA,46.77282476
10184,USA,15.28089888
11854,USA,25.33112583
12101,USA,79.56600362
12572,USA,27.44649716
13413,USA,21.60493827
15682,USA,30.59886781
19702,USA,38.27839889
19983,USA,20.22905224
20203,USA,15.08976225
20672,USA,52.6055896
20931,USA,28.46543296
22634,USA,41.5096823
23301,USA,5.276225947
23323,USA,60.59720062
23561,USA,13.82361336
23933,USA,18.55814959
23951,USA,22.50690781
26180,USA,20.32141784
26402,USA,39.36162574
29563,USA,23.0466384
30482,USA,2.844010342
32771,USA,36.3024039
33122,USA,28.29902492
33772,USA,20.40498442
33912,USA,20.30095392
34482,USA,20.04132231
35872,USA,31.58136543
35953,USA,43.40878828
36013,USA,52.94693079
36071,USA,26.15186615
37350,USA,24.24342649
38501,USA,17.17657155
39131,USA,20.42105263
39442,USA,30.79670924
39474,USA,14.03865717
39662,USA,43.77022473
41142,USA,49.49779147
42841,USA,30.69063387
44005,USA,28.35810023
44042,USA,49.21780987
44239,USA,29.37586685
45132,USA,56.8479972
48503,USA,22.68623025
50151,USA,61.36556285
51261,USA,34.89601538
52532,USA,9.5162317
54292,USA,44.86623579
54604,USA,25.85155437
54891,USA,25.12929008
56475,USA,23.99795501
56558,USA,30.3527074
57141,USA,16.86780033
57303,USA,23.06643023
57851,USA,25.97679814
58121,USA,59.91536511
58841,USA,61.01435794
62802,USA,19.93517018
62871,USA,37.34442477
63411,USA,19.26973253
67312,USA,47.31288046
67903,USA,27.77565328
71791,USA,41.73658537
73083,USA,19.99248403
74322,USA,41.09159348
75021,USA,22.04488404
76825,USA,23.11541027
80942,USA,49.53028126
81456,USA,13.32506789
82133,USA,28.33333333
82961,USA,24.53555413
84711,USA,17.54082613
85993,USA,30.14084507
86072,USA,8.119043338
86313,USA,20.46153846
86561,USA,46.76324129
86772,USA,20.55020633
86781,USA,48.62879485
87941,USA,25.96302003
87966,USA,32.94998663
88236,USA,45.74145767
88371,USA,30.25369178
88512,USA,31.08447608
88751,USA,34.1468254
90112,USA,34.17190776
94997,USA,22.75940707
95006,USA,31.92795743
95052,USA,20.91907587
95405,USA,25.5335542
95451,USA,24.95692131
96611,USA,30.33205619
99631,USA,28.25797872
102173,USA,30.0831202
102246,USA,47.06453702
103166,USA,32.5860633
104143,USA,33.16816025
104282,USA,39.41260066
104301,USA,40.91710758
104801,USA,55.82537995
106582,USA,0
106673,USA,31.6730038
106681,USA,31.69309701
107511,USA,50.55459717
110761,USA,30.6936771
112014,USA,29.63632497
114062,USA,24.0925762
114701,USA,22.44401168
114720,USA,14.68955073
114727,USA,30.5694833
114971,USA,43.34377447
115104,USA,33.14358001
115566,USA,48.52585844
119812,USA,17.19354105
120071,USA,62.05502443
122243,USA,28.92842016
123905,USA,19.27570093
125135,USA,31.41800247
125424,USA,40.62373431
125933,USA,16.86712486
136201,USA,35.41463415
136686,USA,21.42676874
137481,USA,22.18114603
138345,USA,22.04108249
138594,USA,31.09056082
138901,USA,28.08480229
139283,USA,26.51381088
139541,USA,41.74612173
141262,USA,48.56344346
141321,USA,48.99265267
141711,USA,14.79540074
141823,USA,39.86941567
142311,USA,24.37601297
142626,USA,39.13842385
143691,USA,44.11980522
143731,USA,24.73860309
154142,USA,45.30187381
154251,USA,40.02042969
154393,USA,34.01433692
154444,USA,32.72982002
154712,USA,19.20309906
156393,USA,46.97162102
158812,USA,33.21967213
159674,USA,37.84412563
161061,USA,43.42779638
163811,USA,19.29677689
164811,USA,25.90038314
165383,USA,19.60352423
165801,USA,34.34876469
165884,USA,17.31601732
166434,USA,36.22503819
166862,USA,42.27080395
167151,USA,15.67267684
168193,USA,42.42897911
171253,USA,12.86713287
172213,USA,49.30310742
173991,USA,22.4226176
178231,USA,17.2103262
182462,USA,44.86726623
183951,USA,39.32189788
184252,USA,19.84153742
190281,USA,19.4291072
192833,USA,14.29090909
193111,USA,20.40185471
193442,USA,17.78946081
199951,USA,26.13371572
201253,USA,65.84416733
201753,USA,14.35562806
202891,USA,25.42463794
203523,USA,31.30572617
204141,USA,16.98830952
204312,USA,33.09118236
208981,USA,20.87987235
212450,USA,40.09570668
212871,USA,7.966876071
215183,USA,15.24163569
218381,USA,33.33008574
219191,USA,27.74216524
221712,USA,29.84044847
223593,USA,37.50181977
224165,USA,0
225444,USA,20.91791703
226211,USA,42.51443656
226974,USA,42.59497746
229082,USA,22.54625274
230152,USA,36.30555556
230301,USA,28.64714791
231939,USA,21.92758797
232584,USA,20.1343785
233001,USA,14.08344733
234295,USA,36.91507799
235942,USA,23.31525949
236001,USA,33.63402062
237903,USA,22.93377121
237933,USA,27.84864732
238244,USA,48.91044367
239353,USA,23.96012375
243839,USA,14.02616279
245911,USA,25.75146389
248254,USA,30.19185162
248763,USA,47.76475305
249451,USA,15.68627451
250410,USA,16.64268585
250751,USA,41.56321839
250935,USA,37.65586035
254173,USA,34.89932886
255421,USA,29.18926916
257772,USA,35.80124526
258161,USA,27.86726804
259022,USA,24.45421432
260903,USA,29.004329
260904,USA,29.56159308
262921,USA,22.36886842
263484,USA,32.89767294
263612,USA,18.47909918
263912,USA,29.47277442
264672,USA,52.35648292
266213,USA,24.3338731
266292,USA,45.43539052
266361,USA,30.46395432
266571,USA,32.85612026
267061,USA,29.43706394
270562,USA,31.23901582
271052,USA,20
272358,USA,39.64228119
272481,USA,49.27457522
274502,USA,51.29189706
274543,USA,9.597410295
274682,USA,44.99764903
274702,USA,14.48905885
274900,USA,25.969163
275311,USA,22.48703384
275336,USA,38.46153846
277331,USA,29.24520537
278241,USA,27.99360264
278802,USA,41.47974774
278805,USA,53.04664473
282631,USA,43.01531648
282922,USA,37.98776288
283043,USA,46.36215334
283105,USA,24.95640042
283523,USA,43.63167822
283551,USA,5.857525599
284121,USA,22.35135135
284362,USA,27.14461623
287391,USA,53.40581698
287462,USA,17.8442029
288151,USA,24.63354274
288571,USA,36.06980273
289344,USA,15.19933555
290044,USA,34.84273548
291144,USA,42.74613507
293630,USA,36.94377552
297871,USA,34.09090909
298831,USA,25.04690432
298834,USA,20.87427025
299572,USA,14.43386845
302933,USA,8.468677494
305014,USA,19.32034221
305041,USA,22.68684662
305632,USA,23.0365005
309331,USA,30.75218421
310106,USA,12.15006175
310180,USA,51.67056821
310542,USA,6.418507567
314451,USA,20.65084414
315312,USA,13.16841812
317442,USA,22.90334172
319161,USA,39.83543078
320311,USA,38.15415581
324731,USA,22.02034884
326263,USA,13.77245509
326550,USA,35.59120618
326741,USA,45.1965812
327092,USA,35.13856569
327945,USA,10.74884901
327961,USA,43.43089771
328244,USA,28.515625
333683,USA,20.9313888
333751,USA,49.10722487
334606,USA,48.19884726
335054,USA,19.2224622
335303,USA,39.80746089
338902,USA,15.42521994
343321,USA,17.66890697
345421,USA,27.96226415
346502,USA,39.30372182
346622,USA,33.97440332
347831,USA,14.07025203
348296,USA,32.2309417
348314,USA,34.91607314
350414,USA,45.45934892
350542,USA,24.97131383
351052,USA,26.28134218
352610,USA,20
357751,USA,15.09504286
358561,USA,22.12954441
364961,USA,13.83125864
367052,USA,38.93244873
367453,USA,41.17647059
368801,USA,37.84943985
370073,USA,36.69816012
370483,USA,31.62478584
371131,USA,18.70804118
374903,USA,43.77661155
376802,USA,32.20863415
377083,USA,32.55433513
377441,USA,10.68294159
381260,USA,27.64050591
382552,USA,31.48104728
385421,USA,25.09499136
385491,USA,24.74020783
386864,USA,44.33951806
386961,USA,45.27704778
387092,USA,49.9487162
387191,USA,28.08921037
387661,USA,51.15078117
390271,USA,41.41509138
390680,USA,5.642914393
390793,USA,0
390821,USA,0.818181818
391951,USA,45.9307554
392671,USA,9.37950938
393293,USA,10.28785556
394201,USA,49.60538233
395463,USA,42.34124569
395484,USA,18.97466117
396771,USA,37.90978232
396961,USA,14.21631296
399686,USA,12.24696356
399689,USA,9.618226601
399721,USA,46.76834996
403400,USA,21.84579439
405772,USA,44.8155987
407871,USA,44.7678703
408323,USA,36.01036269
409142,USA,43.2084517
409903,USA,25.37770966
411244,USA,32.00217825
412532,USA,37.55171968
414162,USA,31.57557538
418633,USA,27.7702089
418992,USA,23.46896835
419082,USA,25.70528426
420443,USA,26.58831545
421441,USA,20.76517882
421911,USA,7.33609554
421923,USA,23.47145755
422871,USA,22.90767303
423383,USA,26.52373781
423561,USA,47.90098736
423865,USA,18.43929254
424194,USA,10.61827957
424465,USA,35.56357276
426533,USA,22.56647768
427442,USA,55.81518409
427703,USA,37.91861282
429814,USA,20.74733869
430222,USA,28.57789855
430771,USA,43.06345001
431351,USA,48.58299595
431771,USA,37.04333983
433570,USA,58.29444037
434402,USA,51.55560698
436453,USA,44.44847605
437012,USA,22.89213377
437401,USA,61.96415092
437630,USA,52.38465541
438001,USA,29.54694682
439271,USA,0
439721,USA,28.62098873
439901,USA,12.20904699
439941,USA,47.858473
441861,USA,47.26490473
444091,USA,31.10447761
446494,USA,25.03569729
446901,USA,26.36942675
450171,USA,28.21782178
452571,USA,25.52826691
454671,USA,56.92124105
455071,USA,16.51705566
457562,USA,0
457861,USA,40.69031866
460135,USA,57.43910127
462321,USA,48.53063028
463643,USA,16.11459266
464706,USA,32.48065348
468741,USA,10.13683548
576000,USA,36.91813804
700000,USA,16.37700535
702550,USA,23.84236453
703700,USA,52.95934805
704450,USA,32.66696956
720450,USA,33.74861573
720600,USA,49.57761352
720750,USA,31.01801606
720850,USA,26.19047619
721000,USA,26.17474303
721450,USA,40.38288116
722040,USA,55.71197356
722200,USA,38.3553725
722241,USA,40.34161922
723960,USA,51.25377644
724760,USA,15.50925926
724800,USA,30.90269352
12,USA,46.45922092
54,USA,59.36164547
311,USA,55.85999217
612,USA,29.84979608
741,USA,20.44922356
814,USA,19.07431775
1031,USA,35.59411423
2982,USA,12.69441493
4731,USA,19.76734514
6212,USA,31.40547167
6611,USA,45.77169536
7491,USA,56.79114418
8361,USA,7.943064749
8425,USA,67.03899489
8513,USA,7.472755579
8621,USA,33.50139535
9802,USA,38.13064259
9920,USA,58.41400173
10192,USA,21.97844767
10552,USA,20.49268119
12612,USA,34.12965996
13161,USA,16.62629758
13513,USA,32.61591604
13622,USA,33.42995169
13683,USA,22.30455164
13685,USA,21.773985
14033,USA,29.74063896
14222,USA,36.17021277
15792,USA,51.84744498
16573,USA,51.5886597
17545,USA,65.99574079
18291,USA,17.28707056
18861,USA,11.634757
18866,USA,37.78739779
20311,USA,12.76961386
21532,USA,37.16981132
22636,USA,31.84277983
23392,USA,21.03963888
23513,USA,25.83162218
24246,USA,41.66219839
26132,USA,50.75757576
27834,USA,63.17406718
28462,USA,15.97744361
31236,USA,16.93989071
31331,USA,24.24695578
33791,USA,25.10460251
35861,USA,40.61882818
36122,USA,42.41917936
36282,USA,35.68199255
40293,USA,32.83318045
41134,USA,48.37219867
42717,USA,59.23340559
44502,USA,23.29014269
45471,USA,39.51823465
47950,USA,21.75049576
48241,USA,17.81347613
52174,USA,44.80899712
52619,USA,24.12390077
53461,USA,38.42561708
57221,USA,37.25820017
57821,USA,26.02917487
58143,USA,56.62786636
59211,USA,46.54821076
62121,USA,46.73252968
66714,USA,14.71429241
66835,USA,33.32284654
67021,USA,34.80438185
68025,USA,20.86451469
68114,USA,28.60500484
69231,USA,19.07747425
71901,USA,45.38530924
73098,USA,22.81618635
74662,USA,22.38925866
76821,USA,18.102698
78542,USA,26.17940199
81101,USA,40.95394737
81451,USA,13.65344468
82604,USA,15.81829244
83601,USA,14.96124031
84441,USA,21.95038377
84712,USA,49.4902507
85851,USA,41.36678201
87772,USA,36.26662068
89481,USA,19.61191115
90345,USA,43.16307173
90763,USA,37.26549333
90932,USA,28.4487299
91033,USA,29.31698419
92302,USA,0
93261,USA,20.81455248
94711,USA,26.85272487
95413,USA,27.60250844
95562,USA,32.02614379
95732,USA,41.01792746
97431,USA,37.86892277
103985,USA,23.80754874
104391,USA,17.32682927
104824,USA,26.67406585
106262,USA,33.93702408
106291,USA,30.11406844
108298,USA,38.70848935
108774,USA,44.87343152
109836,USA,30.74504573
110351,USA,26.49504499
111621,USA,19.42805719
112825,USA,24.86334272
114564,USA,16.56460913
114621,USA,42.71120726
114664,USA,36.25344353
115562,USA,24.90008688
117742,USA,58.17399618
118495,USA,20.35212047
119181,USA,44.98077745
120241,USA,19.7274564
120434,USA,44.69937802
121792,USA,30.9686221
