numCinema,nationalite,PdM
385793,FR,65.41741472
386782,FR,38.54422801
387041,FR,45.2755429
388371,FR,54.84068627
390791,FR,41.63289429
391331,FR,36.25871979
398251,FR,34.58651399
399432,FR,43.48503998
402249,FR,72.07077953
404692,FR,61.36651202
405441,FR,63.01172598
407211,FR,66.09700325
407220,FR,61.55567991
409463,FR,50.9556169
411540,FR,21.01105845
412322,FR,66.82198327
412415,FR,48.50574713
412623,FR,40.59099316
416701,FR,46.02230483
421997,FR,53.81348434
422160,FR,54.55417066
426120,FR,70.07324331
426273,FR,50.58737151
426924,FR,63.68757041
429132,FR,53.801509
430102,FR,56.01753454
430455,FR,53.52236541
431732,FR,59.03769167
431801,FR,49.12616495
434682,FR,72.98814722
437682,FR,65.21320936
438461,FR,47.18628215
439502,FR,74.39678284
439990,FR,36.77319492
440961,FR,55.00650195
441953,FR,56.25627636
444791,FR,59.90427667
447605,FR,49.35500586
448762,FR,60.62683643
448981,FR,27.36842105
449661,FR,58.39629539
450503,FR,44.68085106
452961,FR,66.007773
454531,FR,64.423285
463842,FR,57.75725594
464453,FR,48.37576822
465193,FR,39.72237544
466201,FR,41.06149043
468243,FR,58.69676757
468473,FR,70.26161828
468533,FR,49.97428344
469245,FR,55.36292678
470161,FR,56.64893617
575001,FR,60.88419029
700250,FR,51.89557321
703300,FR,50.09482581
706850,FR,57.65054294
709650,FR,35.31598513
719456,FR,44.05623608
720700,FR,54.33084012
720950,FR,56.5270936
721200,FR,68.19047619
721250,FR,55.37881959
722760,FR,42.083219
723480,FR,0
723600,FR,59.36539132
724048,FR,50.67476383
724120,FR,58.98466952
724520,FR,70.39837162
31,FR,41.13592501
321,FR,36.76354225
733,FR,42.07342225
802,FR,46.61424986
821,FR,73.72143356
1791,FR,38.12006997
3741,FR,48.61007623
8291,FR,52.86641097
8341,FR,72.26557057
8374,FR,35.72346349
8451,FR,50.51612081
8632,FR,50.40713203
9900,FR,40.8575493
10992,FR,64.70972345
11592,FR,59.81993998
12454,FR,57.70298404
12562,FR,54.97301465
13423,FR,67.85900783
13686,FR,68.18862275
14114,FR,32.16818642
14445,FR,46.25687883
14693,FR,60.99339102
17082,FR,58.09561674
17303,FR,57.59902139
17326,FR,51.73694354
18701,FR,61.91947475
19941,FR,35.8398013
19945,FR,48.25129534
19984,FR,34.62837838
21571,FR,37.49708693
23262,FR,45.69459757
23491,FR,40.81955399
24753,FR,40.86255042
25032,FR,66.53113383
28113,FR,61.78828366
28264,FR,80.71002199
28661,FR,56.36663132
28732,FR,35.49968683
28991,FR,30.16755265
29373,FR,58.57771261
29741,FR,55.49569597
33751,FR,59.7733711
36602,FR,41.18927397
38592,FR,55.57929725
38931,FR,59.79291093
42011,FR,59.6549131
42075,FR,68.53883916
45876,FR,56.02232212
45877,FR,47.97807732
46862,FR,67.67550702
49522,FR,60.16709604
50033,FR,57.2511643
50833,FR,30.6673913
53122,FR,41.34957869
58735,FR,40.01985648
58773,FR,31.80650913
59033,FR,30.33373159
61132,FR,68.92561983
67734,FR,72.43846594
68212,FR,57.96482954
68561,FR,72.27255802
68562,FR,54.88743232
71942,FR,54.14035088
73099,FR,65.28360185
73371,FR,44.11120841
73582,FR,69.07688106
77351,FR,52.76504928
77733,FR,74.74209651
78505,FR,46.41173389
80391,FR,66.17727026
81311,FR,0
81414,FR,48.51178665
81541,FR,48.91336707
81545,FR,57.07654775
82392,FR,58.76474116
82603,FR,59.02165196
83071,FR,57.38684088
84734,FR,57.87237454
84774,FR,53.2290217
84781,FR,70.21276596
84782,FR,45.49566704
86103,FR,48.85497451
86353,FR,65.88491296
86860,FR,49.08029396
88111,FR,73.77210216
89105,FR,42.36423728
90191,FR,57.61476427
91492,FR,62.00475181
92441,FR,64.69408225
94743,FR,40.21319121
95044,FR,66.2413416
95076,FR,45.74732612
96184,FR,65.09842939
96641,FR,55.76138148
99031,FR,33.7432744
103201,FR,37.22657293
103561,FR,59.11881218
104164,FR,56.35823136
104181,FR,61.33835359
104642,FR,52.71029027
104661,FR,33.49056604
104851,FR,63.99506782
105375,FR,70.15430937
106181,FR,41.88446738
107043,FR,52.57237031
108192,FR,71.84600197
108932,FR,
109792,FR,54.01376732
113131,FR,43.85138851
114032,FR,59.22916183
118135,FR,59.93975904
119122,FR,63.46976176
119281,FR,69.82396569
125322,FR,44.6557589
126311,FR,61.70255183
127501,FR,79.92508218
127661,FR,43.26502938
131031,FR,65.57198782
133141,FR,49.48916868
133621,FR,56.88240884
136666,FR,58.21910194
137663,FR,60.10999676
138352,FR,60.64746323
138641,FR,55.90277778
138712,FR,63.54614558
138922,FR,64.63688115
139503,FR,71.38868479
144303,FR,66.76404196
144331,FR,50.59568131
145792,FR,68.11428571
146013,FR,85.46409807
146762,FR,79.92175274
147071,FR,68.9519528
147971,FR,67.87574405
148324,FR,58.74392783
149335,FR,49.49802125
149552,FR,68.59852476
152884,FR,65.91261233
155143,FR,73.75724197
157971,FR,42.75362319
158701,FR,38.73873474
162501,FR,69.70663265
162853,FR,71.13741762
163962,FR,50.42752802
164771,FR,46.05087015
166051,FR,63.87860844
168953,FR,64.36736303
174813,FR,80.88565022
175924,FR,70.54977712
177140,FR,56.61097852
177201,FR,63.30827068
181422,FR,60.32926182
182461,FR,71.25819917
183942,FR,54.10923941
185173,FR,56.93387946
185175,FR,53.67437029
185241,FR,61.43840604
187852,FR,96.26696833
188041,FR,59.30453681
188933,FR,48.51586489
189741,FR,63.50308642
193185,FR,41.52186938
193731,FR,75.66176471
194671,FR,63.95238095
198581,FR,48.03652968
201041,FR,66.8699187
202162,FR,48.98695031
202292,FR,64.65626318
202370,FR,73.90652337
203343,FR,73.86079119
203672,FR,54.28413488
204451,FR,59.19648462
204507,FR,70.57877814
204891,FR,56.26333553
205601,FR,46.97773958
206924,FR,46.34367481
209151,FR,38.98557931
209494,FR,56.93498094
211844,FR,45.16850069
213542,FR,49.13630922
213933,FR,59.59601178
214841,FR,59.50479571
215581,FR,72.94398093
215723,FR,32.2575317
216371,FR,57.21048798
216471,FR,54.11663808
221842,FR,45.25483058
223612,FR,65.48269581
227281,FR,77.66705744
228122,FR,62.20414201
232572,FR,59.69149584
233181,FR,52.77777778
235771,FR,42.49842652
237793,FR,69.27426956
237821,FR,55.06072874
238032,FR,61.84796155
238163,FR,57.21486774
238886,FR,53.89300215
240661,FR,59.85399211
242852,FR,57.55073959
243552,FR,67.23910172
244491,FR,59.33870968
244700,FR,59.70301058
247550,FR,49.49641941
249791,FR,52.87165665
250412,FR,46.77990092
251251,FR,48.36086404
251922,FR,54.29248076
252212,FR,67.22543353
253164,FR,62.03421297
255072,FR,42.38899882
256983,FR,47.7899116
257302,FR,57.36009195
260602,FR,65.91448931
261273,FR,88.16568047
261730,FR,68.80653633
262461,FR,65.19538188
264442,FR,53.73921381
267391,FR,53.96187452
268841,FR,67.52262682
269141,FR,57.99178436
269222,FR,68.40592209
270633,FR,61.65174704
272392,FR,32.57391011
272701,FR,76.86079916
273071,FR,69.83141083
273182,FR,74.67467467
273565,FR,59.38924261
275334,FR,34.61538462
275460,FR,37.03170029
277201,FR,56.14163317
277721,FR,50.92727131
277851,FR,54.1686982
277893,FR,53.45532831
277940,FR,53.29937998
278231,FR,40.54828021
279192,FR,58.2079225
281723,FR,43.46769801
282842,FR,44.00932401
282860,FR,47.52186589
284111,FR,35.35341102
284490,FR,58.00143781
284662,FR,38.11396378
284747,FR,63.06388825
285872,FR,74.70560892
286831,FR,59.18970672
288291,FR,40.49525934
288922,FR,56.28517824
289783,FR,35.69290368
290022,FR,68.58895706
290032,FR,57.13627993
290063,FR,46.36209814
290191,FR,52.39488117
290388,FR,42.41238154
291014,FR,54.38924605
291027,FR,58.46305419
291114,FR,34.38606848
292341,FR,94.23076923
296921,FR,48.00542243
298142,FR,83.7593985
301633,FR,67.0480903
302485,FR,33.88753056
303122,FR,56.48679679
303281,FR,67.75616083
303803,FR,61.91986468
305101,FR,65.81917924
307502,FR,52.14512712
312981,FR,81.76684882
315411,FR,76.92307692
317394,FR,37.71108054
317613,FR,61.19872314
317831,FR,49.10292729
318612,FR,58.50297526
320333,FR,65.57863501
321594,FR,55.08515815
324021,FR,43.82716049
324212,FR,62.96768707
329941,FR,70.60810811
330431,FR,51.3195934
331964,FR,49.54627589
335751,FR,68.68005126
336023,FR,57.36109233
336432,FR,72.35996327
336801,FR,51.09666937
337051,FR,60.21727884
337784,FR,61.92599198
338335,FR,38.4989339
338461,FR,46.15761983
339713,FR,47875
339911,FR,52.00624512
341652,FR,61.50155913
343010,FR,50.72348545
343491,FR,43.9730754
343762,FR,61.20214997
345631,FR,83.32846715
347302,FR,54.90196078
348311,FR,54.54451077
350169,FR,56.38028082
350641,FR,69.13043478
351441,FR,52.45866667
353252,FR,66.13767961
353531,FR,69.02482557
356024,FR,49.36530324
357904,FR,67.75097136
358333,FR,34.07422024
359462,FR,39.58517294
359622,FR,50.36947225
359772,FR,57.40999463
362414,FR,75.16129032
364121,FR,62.16528163
366992,FR,53.09793471
367871,FR,64.85331814
368723,FR,45.16018307
369792,FR,64.52491588
370251,FR,43.29446064
374082,FR,51.94973203
374431,FR,53.51392024
381152,FR,42.41857982
381240,FR,30.53407874
382423,FR,62.14973511
382660,FR,64.18529316
383599,FR,65.42128317
384051,FR,42.33934999
385823,FR,61.72323136
386264,FR,50.63198646
387142,FR,51.63108986
388971,FR,50.41856925
393253,FR,52.86890358
393312,FR,65.51406178
394522,FR,54.49713631
395671,FR,56.60275244
395720,FR,50.30767679
395872,FR,53.55562949
396151,FR,33.58217183
396502,FR,80.22715539
399341,FR,55.02873563
399681,FR,62.31093915
403681,FR,39.99649307
404350,FR,38.98826642
406333,FR,51.62412993
406812,FR,62.3919594
407140,FR,38.95822029
407229,FR,57.25958034
410232,FR,57.09170764
412061,FR,70.57582153
413157,FR,50.93696763
416021,FR,71.59447005
416622,FR,63.71737747
418651,FR,59.6077868
421203,FR,47.56777729
421204,FR,58.3486835
421932,FR,31.88105118
423382,FR,59.90325181
423422,FR,65.30214425
426151,FR,60.28878137
426463,FR,67.02028081
427042,FR,45.63253012
427363,FR,38.48568686
427861,FR,57.13915074
428921,FR,54.92155022
430243,FR,47.53264605
433913,FR,37.66825694
433975,FR,32.63744276
436927,FR,58.59728507
438631,FR,78.6971831
439295,FR,66.30505181
439745,FR,49.87060998
440044,FR,54.85112735
441063,FR,41.69741697
441261,FR,42.05989841
442861,FR,69.75994267
444330,FR,54.05494869
448802,FR,39.97124371
449133,FR,76.23112278
449702,FR,56.34987384
450271,FR,49.40603979
450871,FR,67.38120757
454504,FR,64.81560587
456493,FR,39.306847
463353,FR,40.34884107
465651,FR,56.89306092
467301,FR,35.30797165
469500,FR,48.67235079
701400,FR,49.23231815
715100,FR,30.16406621
715700,FR,56.85456614
720500,FR,59.02623007
720551,FR,40.63488337
720650,FR,100
720800,FR,54.87684729
721100,FR,57.64984227
721750,FR,50.03189793
722000,FR,58.9064143
723560,FR,33.89842877
723760,FR,43.20610687
724600,FR,52.30064672
724640,FR,8.006912442
483,FR,45.32022788
721,FR,58.54137541
751,FR,64.80367494
803,FR,0
883,FR,8.246694257
2543,FR,45.47581903
3211,FR,65.41074273
3222,FR,42.219971
5861,FR,43.98760397
7711,FR,53.12946301
8132,FR,39.56023015
8531,FR,20.87115107
9452,FR,39.0362015
9700,FR,33.22300915
10184,FR,74.38202247
11854,FR,56.06604121
12101,FR,20.43399638
12572,FR,61.14871044
13413,FR,68.33696442
15682,FR,55.51693316
19702,FR,47.32665238
19983,FR,65.43181021
20203,FR,61.5720524
20672,FR,39.25459647
20931,FR,60.30027933
22634,FR,46.64944637
23301,FR,79.67101179
23323,FR,27.61741835
23561,FR,66.31148321
23933,FR,67.84479032
23951,FR,61.55907226
26180,FR,68.59417242
26402,FR,52.41993394
29563,FR,68.12537856
30482,FR,50.58891123
32771,FR,44.25734526
33122,FR,64.7020585
33772,FR,65.52676296
33912,FR,67.02942362
34482,FR,63.05298979
35872,FR,51.84691721
35953,FR,35.03106968
36013,FR,42.72438249
36071,FR,62.50965251
37350,FR,49.23102365
38501,FR,55.18987342
39131,FR,64.57894737
39442,FR,61.0738255
39474,FR,76.53441845
39662,FR,49.55700864
41142,FR,33.44463196
42841,FR,59.65941343
44005,FR,59.51340326
44042,FR,42.54663057
44239,FR,57.42024965
45132,FR,25.92268672
48503,FR,62.72050832
50151,FR,27.63322422
51261,FR,46.14208319
52532,FR,73.16995544
54292,FR,35.74408901
54604,FR,63.92979325
54891,FR,60.10813352
56475,FR,54.93865031
56558,FR,51.31644312
57141,FR,68.7739989
57303,FR,65.99372528
57851,FR,64.28770302
58121,FR,26.44406109
58841,FR,29.99788177
62802,FR,70.11345219
62871,FR,55.18032077
63411,FR,79.27993586
67312,FR,40.98218531
67903,FR,63.60739324
71791,FR,55.53170732
73083,FR,68.77113867
74322,FR,43.91468005
75021,FR,57.06043236
76825,FR,66.37758506
80942,FR,38.86757145
81456,FR,77.74825835
82133,FR,52.18181818
82961,FR,69.71492633
84711,FR,69.45244957
85993,FR,59.55399061
86072,FR,69.6996943
86313,FR,70.15384615
86561,FR,48.57401539
86772,FR,52.16414489
86781,FR,42.78305885
87941,FR,65.31587057
87966,FR,63.65338326
88236,FR,46.26325534
88371,FR,63.27148807
88512,FR,57.01350361
88751,FR,50.29761905
90112,FR,61.16352201
94997,FR,60.92360319
95006,FR,62.54604994
95052,FR,65.63565206
95405,FR,66.55366361
95451,FR,53.81964388
96611,FR,54.21455939
99631,FR,54.05585106
102173,FR,60.07033248
102246,FR,42.79084826
103166,FR,60.73014992
104143,FR,57.16394307
104282,FR,58.50307911
104301,FR,38.05996473
104801,FR,34.9401645
106582,FR,100
106673,FR,43.3269962
106681,FR,62.17350746
107511,FR,41.12387594
110761,FR,58.25659914
112014,FR,59.08124202
114062,FR,67.66788921
114701,FR,68.74391431
114720,FR,60.02019182
114727,FR,64.01013353
114971,FR,46.22813887
115104,FR,52.56166983
115566,FR,43.89505885
119812,FR,73.07254947
120071,FR,30.20594753
122243,FR,62.97708127
123905,FR,80.72429907
125135,FR,53.44019729
125424,FR,49.16970433
125933,FR,74.65635739
136201,FR,54.82926829
136686,FR,66.89240347
137481,FR,67.78692657
138345,FR,53.56700359
138594,FR,58.20172267
138901,FR,59.26631729
139283,FR,63.4838809
139541,FR,51.94042158
141262,FR,35.92815437
141321,FR,39.59142499
141711,FR,77.02062902
141823,FR,53.97726102
142311,FR,61.08589951
142626,FR,47.26418947
143691,FR,48.74924955
143731,FR,66.06022585
154142,FR,46.58281728
154251,FR,53.58943015
154393,FR,53.87096774
154444,FR,52.51643496
154712,FR,71.38904261
156393,FR,46.60280477
158812,FR,56.55081967
159674,FR,53.3927879
161061,FR,49.47727245
163811,FR,57.09734431
164811,FR,64.82758621
165383,FR,65625
165801,FR,49.85608059
165884,FR,75.93073593
166434,FR,57.61441421
166862,FR,52.1438646
167151,FR,49.88441979
168193,FR,51.53800926
171253,FR,81.67832168
172213,FR,42.35636075
173991,FR,64.19692908
178231,FR,66.53992395
182462,FR,46.51424856
183951,FR,51.96107935
184252,FR,68.41706001
190281,FR,65.41306386
192833,FR,78.10909091
193111,FR,68.6244204
193442,FR,57.70876635
199951,FR,54.68721993
201253,FR,34.15583267
201753,FR,83.03425775
202891,FR,64.54496692
203523,FR,54.98315831
204141,FR,63.76878827
204312,FR,49.24849699
208981,FR,58.11488489
212450,FR,53.04643796
212871,FR,61.10793832
215183,FR,61.58612144
218381,FR,48.74318005
219191,FR,55.00356125
221712,FR,59.2712376
223593,FR,47.18299607
224165,FR,100
225444,FR,64.5631068
226211,FR,48.88632239
226974,FR,38.47392144
229082,FR,60.80275949
230152,FR,47.30555556
230301,FR,51.41342756
231939,FR,70.52524222
232584,FR,56.68533035
233001,FR,56.30642955
234295,FR,53.98613518
235942,FR,68.31913246
236001,FR,55.11168385
237903,FR,69.23918993
237933,FR,59.11135761
238244,FR,40.59956323
239353,FR,63.11447233
243839,FR,76.45348837
245911,FR,58.20429408
248254,FR,53.83526247
248763,FR,43.3501799
249451,FR,77.2755418
250410,FR,57.67043508
250751,FR,49.51724138
250935,FR,48.87780549
254173,FR,48.03956199
255421,FR,61.55932538
257772,FR,59.92382344
258161,FR,58.16688144
259022,FR,62.60353108
260903,FR,53.46320346
260904,FR,57.3247916
262921,FR,66.14533428
263484,FR,60.69493146
263612,FR,62.6561777
263912,FR,62.58797382
264672,FR,38.72365826
266213,FR,60.4445753
266292,FR,42.75086168
266361,FR,58.50107066
266571,FR,60.27201145
267061,FR,61.636242
270562,FR,46.70474517
271052,FR,57.97101449
272358,FR,53.29130626
272481,FR,45.07331833
274502,FR,40.71779644
274543,FR,62.85049925
274682,FR,44.95585393
274702,FR,54.34459316
274900,FR,58.21585903
275311,FR,65.78167449
275336,FR,58.6996337
277331,FR,56.62743161
278241,FR,49.08940824
278802,FR,49.19706131
278805,FR,40.86799635
282631,FR,44.50083041
282922,FR,57.74139957
283043,FR,45.5954323
283105,FR,62.53923962
283523,FR,39.33813542
283551,FR,68.1964987
284121,FR,67.81081081
284362,FR,65.39882337
287391,FR,40.47537385
287462,FR,45.13888889
288151,FR,55.6063202
288571,FR,54.81031866
289344,FR,61.72374137
290044,FR,55.21544818
291144,FR,53.39300244
293630,FR,54.32938959
297871,FR,56.28551136
298831,FR,64.89681051
298834,FR,64.71593336
299572,FR,78.42023015
302933,FR,62.6450116
305014,FR,66.30228137
305041,FR,64.05055391
305632,FR,70.6859821
309331,FR,47.97371303
310106,FR,56.4069576
310180,FR,35.8083925
310542,FR,77.17863976
314451,FR,64.52165403
315312,FR,60.52264484
317442,FR,70.29105282
319161,FR,59.58373669
320311,FR,53.47501776
324731,FR,69.76744186
326263,FR,59.92015968
326550,FR,45.15745692
326741,FR,51.00854701
327092,FR,46.03342501
327945,FR,50.78455323
327961,FR,48.99512446
328244,FR,64.47088068
333683,FR,61.41862778
333751,FR,38.49449823
334606,FR,45.02881844
335054,FR,68.58994138
335303,FR,56.60649819
338902,FR,75.54252199
343321,FR,70.6048815
345421,FR,61.13207547
346502,FR,51.48721612
346622,FR,55.23348322
347831,FR,71.20460409
348296,FR,56.95067265
348314,FR,55.56943924
350414,FR,47.7431286
350542,FR,59.39472174
351052,FR,58.1120944
352610,FR,64.95844875
357751,FR,72.41893403
358561,FR,47.87160607
364961,FR,61.2724758
367052,FR,51.44752714
367453,FR,49.7254902
368801,FR,42.37776149
370073,FR,55.07210343
370483,FR,59.15905197
371131,FR,66.00775772
374903,FR,50.82681454
376802,FR,54.5601886
377083,FR,53.2601075
377441,FR,59.52789267
381260,FR,49.54770081
382552,FR,59.57796014
385421,FR,55.38860104
385491,FR,67.46602718
386864,FR,46.61923143
386961,FR,38.09454849
387092,FR,37.36965366
387191,FR,58.34840265
387661,FR,40.47044843
390271,FR,30.30189034
390680,FR,64.619671
390793,FR,27.08404219
390821,FR,28.90909091
391951,FR,43.66007194
392671,FR,79.94227994
393293,FR,76.29024016
394201,FR,38.37495148
395463,FR,53.91357273
395484,FR,57.80789629
396771,FR,55.62549174
396961,FR,67.50191767
399686,FR,87.75303644
399689,FR,70.43103448
399721,FR,43.98622355
403400,FR,43.3411215
405772,FR,46.18978968
407871,FR,43.36772292
408323,FR,63.98963731
409142,FR,50.87002841
409903,FR,54.9485439
411244,FR,58.15937557
412532,FR,52.05262477
414162,FR,58.27214036
418633,FR,54.791099
418992,FR,64.85819975
419082,FR,63.64981622
420443,FR,67.96116505
421441,FR,60.69679327
421911,FR,85.96149159
421923,FR,61.98203419
422871,FR,67.95710904
423383,FR,65.9606087
423561,FR,37.58889733
