numCommune;annee;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbCinemasArtEssai;nbSeances;nbEntrees;recettes;population
49007;1993;4;21;4147;;;27832;881663;4622899977;141404
49007;1994;4;21;4147;;;30670;863752;4642440739;141404
49007;1995;4;21;4147;;;31416;878311;4812379775;151279
49007;1996;4;21;4171;;;32747;927362;5157366718;151279
49007;1997;4;21;4171;;;32236;948944;5382597.03;151279
49007;1998;4;21;4171;;;30710;1066840;6196529955;151279
49007;1999;4;21;4171;;;31815;938755;5492937342;151279
49007;2000;4;27;5345;1;;30458;928469;5532707937;151279
49007;2001;3;22;4851;1;;33568;1247610;7456990641;151279
49007;2002;3;22;4851;1;1;34757;1270453;7769953.17;151279
49007;2003;3;22;4851;1;1;33914;1207714;7527365;147305
49007;2004;3;22;4838;1;1;34152;1361065;8533498.3;147305
49007;2005;3;22;4665;1;1;34418;1209704;7591399.27;147305
49007;2006;3;24;4823;1;1;35130;1300307;8208025.33;149017
49007;2007;3;24;4823;1;1;36901;1231137;7729737.02;150125
49007;2008;3;24;4823;1;1;36822;1248702;7992749.3;151520
49007;2009;3;24;4823;1;1;38047;1283502;8481385.82;151520
49007;2010;3;24;4823;1;1;38223;1334148;9328591.33;151520
49007;2011;3;24;4823;1;1;39162;1371185;9437451.73;151520
49007;2012;3;24;4823;1;1;39842;1302652;9084736.99;151520
49007;2013;3;24;4823;1;1;38803;1216936;8464045.4;151520
49007;2014;2;19;3408;1;1;35296;1267469;8694083.05;151520
49007;2015;2;19;3408;1;1;35627;1191273;8284250.3;151520
49007;2016;2;19;3408;1;1;35081;1065711;7204318.54;151520
49007;2017;2;19;3333;1;1;34457;1041945;6806595.99;151520
49007;2018;2;19;3333;1;1;33816;985281;6652003.83;151520
49007;2019;2;19;3333;1;1;34708;1033564;7373039.04;151520
49007;2020;2;19;3333;1;1;16729;353398;2418668.12;151520
74010;1960;;5;3127;;;;685457;226012.6807;43255
74010;1961;;5;3125;;;;674243;227331.5172;43255
74010;1962;;6;3901;;;;616594;275584.5276;43255
74010;1963;;6;3901;;;;671279;336904.2483;43255
74010;1964;;6;3901;;;;611236;345331.1726;43255
74010;1965;;6;3901;;;;580027;369178315;43255
74010;1966;;6;3898;;;;507308;330344.5195;54484
74010;1967;;6;3898;;;;448537;316604747;54484
74010;1968;;6;3898;;;;458723;312352.1816;54484
74010;1969;;6;3898;;;;458275;338249306;54484
74010;1970;;6;3898;;;;518463;394996.3184;54484
74010;1971;;7;4108;;;;494375;399442.3415;53262
74010;1972;;7;4108;;;;529256;468189.3783;53262
74010;1973;;8;4122;;;;500448;509718.0151;53262
74010;1974;;9;4272;;;;533641;628560.5611;53262
74010;1975;;10;4606;;;;549028;754153.7021;53262
74010;1976;;11;3885;;;;566374;856303.9955;53262
74010;1977;;11;3297;;;;563533;921493.1771;53262
74010;1978;;15;3823;;;;652763;1165582043;49965
74010;1979;;16;3904;;;;719620;1415444;49965
74010;1980;;17;4057;;;;720757;1534819813;49965
74010;1981;;18;4850;;;;767840;1840260871;49965
74010;1982;;18;4800;;;;821358;2178730161;49965
74010;1983;;19;4932;;;;786358;2211097221;49965
74010;1984;;20;4948;;;;794910;2365982679;49965
74010;1985;;20;4924;;;;770356;2395066445;49965
74010;1986;;19;4549;;;;785329;2543445988;49644
74010;1987;;19;4559;;;;694228;2454572937;49644
74010;1988;;19;4559;;;;591991;2210679206;49644
74010;1989;;19;4559;;;;579279;2307910732;49644
74010;1990;;19;4547;;;;592963;2420008324;49644
74010;1991;;19;4547;;;;545133;2395005618;49644
74010;1992;9;19;4516;;;15997;515127;2646977927;49644
74010;1993;9;19;4516;;;16235;549738;2828135686;49644
74010;1994;8;18;4184;;;15986;518565;2485029202;49644
74010;1995;8;18;4184;;;16516;529853;2715016.99;50348
74010;1996;11;21;4994;;;17008;594512;3017174906;50348
74010;1997;11;21;4994;;;17163;618597;3103262561;50348
74010;1998;12;22;5057;;;16517;623695;3220396154;50348
74010;1999;11;21;4970;;;16386;556514;2871913403;50348
74010;2000;12;22;5449;;;14689;515482;2759399168;50348
74010;2001;12;31;6860;1;;25838;852345;4866421503;50348
74010;2002;9;24;5394;1;5;25374;902420;5172083.21;50348
74010;2003;8;23;5328;1;5;25318;820703;4780465.1;50254
74010;2004;7;20;4500;1;5;22115;907464;5453398.5;50254
74010;2005;7;20;4396;1;4;23602;796094;4943615.2;50254
74010;2006;7;20;4396;1;5;24461;869063;5414831.51;50943
74010;2007;7;20;4396;1;5;24280;810665;5091864.6;52029
74010;2008;7;20;4396;1;5;24264;833185;5418507.2;125694
74010;2009;7;20;4396;1;5;24167;879086;5778612.1;125694
74010;2010;7;20;4396;1;5;24109;910791;6238831.4;125694
74010;2011;7;20;4396;1;4;24527;899518;6165458.3;125694
74010;2012;7;20;4396;1;4;24675;878276;6061247.9;125694
74010;2013;7;20;4396;1;4;25556;850484;5961079.39;125694
74010;2014;7;19;4108;1;4;25832;921896;6430066.66;125694
74010;2015;7;19;4108;1;4;26119;867894;6284444.7;125694
74010;2016;7;19;4108;1;4;26716;878641;6422139.8;125694
74010;2017;7;20;4396;1;4;27716;861748;6385566.35;125694
74010;2018;7;20;4396;1;5;27671;839064;6149278.01;125694
74010;2019;7;20;4396;1;5;28264;898258;6769442.32;125694
74010;2020;6;18;3208;1;5;14078;283122;2045109.07;125694
6004;1960;;5;2869;;;;395438;148946.1962;35439
6004;1961;;5;2869;;;;369882;139267.9703;35439
6004;1962;;5;2869;;;;347222;136867.2032;35439
6004;1963;;5;2869;;;;315495;136163651;35439
6004;1964;;5;2854;;;;301481;143178.4401;35439
6004;1965;;5;2854;;;;321703;158099.5401;35439
6004;1966;;6;3162;;;;262257;150498.4321;47547
6004;1967;;6;3162;;;;256482;163422.7548;47547
6004;1968;;6;2979;;;;201322;131903.7681;47547
6004;1969;;6;2979;;;;159863;112528.2602;47547
6004;1970;;4;2171;;;;140655;107627.7866;47547
6004;1971;;4;2120;;;;118290;95228.65066;55960
6004;1972;;4;2120;;;;123696;102418.9086;55960
6004;1973;;4;2120;;;;119183;102053.3358;55960
6004;1974;;4;2120;;;;111007;106356.0569;55960
6004;1975;;4;1522;;;;113070;119783.0041;55960
6004;1976;;4;1516;;;;108005;131219272;55960
6004;1977;;4;1516;;;;100146;138971457;55960
6004;1978;;6;1436;;;;122229;209645.7542;62859
6004;1979;;6;1536;;;;150410;299383.9535;62859
6004;1980;;6;1536;;;;145888;309785.55;62859
6004;1981;;5;1129;;;;141063;335422.9012;62859
6004;1982;;5;1129;;;;136014;376295.0925;62859
6004;1983;;5;1129;;;;130252;394946.4675;62859
6004;1984;;5;1129;;;;108082;342899.9157;62859
6004;1985;;5;1129;;;;101743;349983.3068;62859
6004;1986;;4;729;;;;93846;398156309;70005
6004;1987;;3;457;;;;69613;322087.3548;70005
6004;1988;;3;457;;;;66074;318807803;70005
6004;1989;;3;457;;;;77697;414213.7503;70005
6004;1990;;3;457;;;;93274;507210622;70005
6004;1991;;3;457;;;;87063;494672.3657;70005
6004;1992;1;3;457;;;2505;94868;558090.5456;70005
6004;1993;1;3;457;;;3658;114758;682443.6663;70005
6004;1994;1;3;457;;;3152;95433;585748.4561;70005
6004;1995;1;3;457;;;3528;113676;710007.6682;72412
6004;1996;1;3;457;;;4176;118702;736280.7318;72412
6004;1997;1;3;457;;;4330;129474;790260.6421;72412
6004;1998;1;3;457;;;4043;158125;983132.2785;72412
6004;1999;1;3;457;;;4041;129942;800549.4263;72412
6004;2000;1;3;457;;;4068;136411;825726.3815;72412
6004;2001;1;3;457;;;4027;159326;993467.2547;72412
6004;2002;1;3;457;;;3872;137760;905341.86;72412
6004;2003;1;3;457;;;4137;126163;828145.8;75553
6004;2004;1;3;457;;;4548;147083;956934.08;75553
6004;2005;1;3;456;;;4276;124298;791679.2;75553
6004;2006;1;3;456;;;4384;138748;887860.85;75568
6004;2007;1;3;456;;;4302;128753;817195.35;75456
6004;2008;1;3;456;;;4471;136710;871960.45;74875
6004;2009;1;3;456;;;4286;137140;880845.35;74875
6004;2010;1;3;456;;;4438;150963;995495.6;74875
6004;2011;1;3;456;;;4555;137526;878351.5;74875
6004;2012;1;3;456;;;4726;137363;865281.1;74875
6004;2013;1;3;456;;;5003;124525;777251;74875
6004;2014;1;3;456;;;5217;133361;816284.4;74875
6004;2015;1;3;456;;;5123;135933;820163.7;74875
6004;2016;1;3;456;;;5211;136199;828712.7;74875
6004;2017;1;3;456;;;5298;134126;855385.9;74875
6004;2018;1;3;456;;;5531;130418;824899.7;74875
6004;2019;1;3;456;;1;5189;137474;878281.1;74875
6004;2020;1;3;456;;1;2322;34463;220164.3;74875
92002;1960;;;;;;;;;
92002;1961;;;;;;;;;
92002;1962;;;;;;;;;
92002;1963;;;;;;;;;
92002;1964;;;;;;;;;
92002;1965;;;;;;;;;
92002;1966;;;;;;;;;
92002;1967;;;;;;;;;
92002;1968;;;;;;;;;
92002;1969;;;;;;;;;
92002;1970;;;;;;;;;
92002;1971;;;;;;;;;
92002;1972;;;;;;;;;
92002;1973;;;;;;;;;
92002;1974;;;;;;;;;
92002;1975;;;;;;;;;
92002;1976;;;;;;;;;
92002;1977;;;;;;;;;
92002;1978;;;;;;;;;
92002;1979;;;;;;;;;
92002;1980;;;;;;;;;
92002;1981;;;;;;;;;
92002;1982;;;;;;;;;
92002;1983;;;;;;;;;
92002;1984;;;;;;;;;
92002;1985;;;;;;;;;
92002;1986;;;;;;;;;
92002;1987;;;;;;;;;
92002;1988;;;;;;;;;
92002;1989;;;;;;;;;
92002;1990;;;;;;;;;
92002;1991;;;;;;;;;
92002;1992;1;1;238;;;1039;82733;292780.0145;57771
92002;1993;1;1;238;;;964;80836;286927.9541;57771
92002;1994;1;1;238;;;1075;89234;313646.1689;57771
92002;1995;1;1;238;;;1263;97623;369359.5769;59855
92002;1996;1;1;238;;;1224;97898;392297.9708;59855
92002;1997;1;1;238;;;1297;98178;402533.0929;59855
92002;1998;1;1;238;;;1324;97340;417111.4875;59855
92002;1999;1;1;238;;;1254;85336;362619.3485;59855
92002;2000;1;1;238;;;1204;75333;317015.2922;59855
92002;2001;1;1;238;;;1279;83686;352421.8813;59855
92002;2002;1;1;238;;1;1308;90114;382931.92;59855
92002;2003;1;1;238;;1;1381;86621;364767.6;61393
92002;2004;1;1;238;;1;1383;99195;461763.75;61393
92002;2005;1;1;293;;1;1351;80904;369145.65;61393
92002;2006;1;1;293;;1;1482;96777;443995.2;61624
92002;2007;1;1;293;;1;1460;87404;399272.9;61727
92002;2008;1;1;293;;1;1518;86156;410809;61711
92002;2009;1;1;293;;1;1534;94733;469866.8;61711
92002;2010;1;1;293;;1;1526;91137;448156.3;61711
92002;2011;1;1;293;;1;926;54288;262248.8;61711
92002;2012;1;1;293;;1;761;29961;145190.3;61711
92002;2013;1;1;293;;1;1509;56057;262979.3;61711
92002;2014;1;4;665;;1;5772;207664;1075596.6;61711
92002;2015;1;4;665;;1;6025;213256;1137438.7;61711
92002;2016;1;4;665;;1;5966;234820;1241121.9;61711
92002;2017;1;4;665;;1;6012;233335;1279227.9;61711
92002;2018;1;4;665;;1;6059;223111;1235493.9;61711
92002;2019;1;4;665;;1;6050;239468;1339018.8;61711
92002;2020;1;4;665;;1;2990;85492;468581.9;61711
95018;1960;;9;5845;;;;561684;123403.5158;82321
95018;1961;;9;5845;;;;521600;129399.3356;82321
95018;1962;;9;5845;;;;504766;144928.0974;82321
95018;1963;;9;5845;;;;440239;141097.8159;82321
95018;1964;;7;4405;;;;432587;148849.2386;82321
95018;1965;;6;3830;;;;365384;135666.9721;82321
95018;1966;;6;3830;;;;328091;124292.1411;90480
95018;1967;;5;3480;;;;287929;119688943;90480
95018;1968;;5;3359;;;;275109;121426.8618;90480
95018;1969;;5;3336;;;;240316;116146.4852;90480
95018;1970;;7;3338;;;;266951;136794.0277;90480
95018;1971;;9;3530;;;;222155;174942.4124;102530
95018;1972;;10;3628;;;;435029;507134614;102530
95018;1973;;13;3314;;;;482409;658242.8421;102530
95018;1974;;13;3284;;;;682405;995573.9477;102530
95018;1975;;13;3284;;;;691239;1093994881;102530
95018;1976;;13;3324;;;;675746;1196785917;102530
95018;1977;;11;2311;;;;641172;1184959837;102530
95018;1978;;10;2016;;;;687787;1375679503;95347
95018;1979;;10;2016;;;;664922;1448126935;95347
95018;1980;;10;2016;;;;635344;1473838072;95347
95018;1981;;10;2016;;;;678119;1877362693;95347
95018;1982;;10;2016;;;;670746;2072022404;95347
95018;1983;;10;2016;;;;643624;2126656778;95347
95018;1984;;10;2016;;;;585923;1991183416;95347
95018;1985;;10;2016;;;;510982;1823732196;95347
95018;1986;;10;2016;;;;443523;1885096316;93096
95018;1987;;10;2016;;;;296504;1339327657;93096
95018;1988;;10;2016;;;;207729;1000078026;93096
95018;1989;;10;2016;;;;92356;372545.7248;93096
95018;1990;;10;2017;;;;110965;437968.3196;93096
95018;1991;;10;2017;;;;82996;323908061;93096
95018;1992;1;4;1023;;;4711;83793;337058.8316;93096
95018;1993;1;4;1023;;;4590;137921;601584.4026;93096
95018;1994;1;4;1023;;;4659;126272;590731.7095;93096
95018;1995;1;4;1023;;;4679;127215;610837.2957;93961
95018;1996;1;4;1023;;;4734;112321;532208.5137;93961
95018;1997;1;4;1023;;;4795;114447;522813.5381;93961
95018;1998;1;4;1023;;;4607;122659;585632.5948;93961
95018;1999;1;4;1023;;;4789;91340;404714.6383;93961
95018;2000;1;4;1023;;;4748;89023;395227.1262;93961
95018;2001;1;4;1023;;;4202;71080;311433.9812;93961
95018;2002;1;4;1023;;1;4016;75907;337180.6;93961
95018;2003;1;4;1023;;1;4093;62444;260135.7;102844
95018;2004;2;4;1023;;2;4072;66855;283020.2;102844
95018;2005;2;4;954;;2;3775;55222;219874.6;102844
95018;2006;1;1;128;;;284;6913;26457.9;104962
95018;2007;1;1;128;;;1151;22811;82998.9;106817
95018;2008;1;1;128;;;1239;28785;104165.8;110388
95018;2009;2;4;954;;1;3402;60744;265728.2;110388
95018;2010;2;4;954;;1;3670;64635;276122;110388
95018;2011;2;4;954;;2;3840;79102;328715.6;110388
95018;2012;2;4;954;;2;3496;76249;307531.5;110388
95018;2013;2;4;954;;2;3538;73757;301771.7;110388
95018;2014;2;4;954;;2;3685;73128;295355;110388
95018;2015;2;4;954;;2;3582;58586;236566.7;110388
95018;2016;2;4;954;;1;3640;65788;273650.9;110388
95018;2017;2;4;954;;1;4166;71731;324327.3;110388
95018;2018;2;4;954;;2;4401;73016;328621.5;110388
95018;2019;2;4;954;;2;4365;83936;378251;110388
95018;2020;2;4;954;;2;2347;27544;121237;110388
13004;1960;;5;3870;;;;450083;107696.6935;41932
13004;1961;;5;3870;;;;403134;103409.2174;41932
13004;1962;;5;3870;;;;373453;104253.1751;41932
13004;1963;;5;3870;;;;366197;114156.4157;41932
13004;1964;;5;3670;;;;349400;117056.6058;41932
13004;1965;;5;3670;;;;303739;110815.4955;41932
13004;1966;;5;3670;;;;259873;98217.71854;45774
13004;1967;;5;3650;;;;251838;108308.7763;45774
13004;1968;;5;3650;;;;228315;103213.0155;45774
13004;1969;;5;3585;;;;197714;101880916;45774
