nomTypeFilm,numCinema,nombre
Programmes,199831,128
Programmes,200332,148
Programmes,202551,196
Programmes,204534,63
Programmes,207170,41
Programmes,213491,85
Programmes,215092,74
Programmes,215621,24
Programmes,215634,127
Programmes,216451,90
Programmes,216843,158
Programmes,220603,39
Programmes,222030,123
Programmes,222481,55
Programmes,225081,113
Programmes,226883,126
Programmes,229262,91
Programmes,229833,116
Programmes,231270,295
Programmes,232454,208
Programmes,234801,113
Programmes,236594,119
Programmes,238013,111
Programmes,238421,94
Programmes,238494,75
Programmes,239412,114
Programmes,241923,43
Programmes,244492,222
Programmes,245883,137
Programmes,246501,111
Programmes,246763,145
Programmes,248151,112
Programmes,249441,171
Programmes,249471,166
Programmes,249563,75
Programmes,249831,151
Programmes,253763,216
Programmes,254005,139
Programmes,256211,115
Programmes,260731,253
Programmes,263563,88
Programmes,264123,46
Programmes,264591,91
Programmes,267832,136
Programmes,268733,212
Programmes,268813,125
Programmes,269635,191
Programmes,269843,75
Programmes,273631,64
Programmes,274603,101
Programmes,275201,222
Programmes,275771,32
Programmes,276086,317
Programmes,276361,69
Programmes,278432,120
Programmes,278721,124
Programmes,279663,129
Programmes,280653,225
Programmes,282583,105
Programmes,283412,98
Programmes,284113,133
Programmes,284155,1
Programmes,284207,211
Programmes,284613,78
Programmes,284631,185
Programmes,287472,99
Programmes,288024,118
Programmes,291731,137
Programmes,293121,101
Programmes,293392,105
Programmes,293801,5
Programmes,299281,89
Programmes,299511,34
Programmes,300801,123
Programmes,303475,135
Programmes,306414,209
Programmes,306521,200
Programmes,306601,67
Programmes,307135,281
Programmes,307361,55
Programmes,307943,132
Programmes,309891,54
Programmes,312973,158
Programmes,313151,27
Programmes,314471,157
Programmes,314601,109
Programmes,315251,89
Programmes,317291,81
Programmes,318801,143
Programmes,319022,105
Programmes,320411,93
Programmes,320771,124
Programmes,320873,99
Programmes,321121,93
Programmes,322721,45
Programmes,322952,149
Programmes,323493,104
Programmes,328621,77
Programmes,329792,162
Programmes,330021,146
Programmes,330052,149
Programmes,335108,226
Programmes,336191,109
Programmes,338342,60
Programmes,339810,22
Programmes,339852,87
Programmes,340411,67
Programmes,341321,87
Programmes,342071,120
Programmes,342900,176
Programmes,343750,224
Programmes,344352,130
Programmes,344590,186
Programmes,349322,74
Programmes,349492,89
Programmes,349524,142
Programmes,351333,156
Programmes,352923,249
Programmes,354301,116
Programmes,357672,93
Programmes,360572,92
Programmes,362074,60
Programmes,362773,107
Programmes,363480,86
Programmes,364205,178
Programmes,368403,44
Programmes,368614,75
Programmes,369781,193
Programmes,373599,7
Programmes,374021,71
Programmes,374582,117
Programmes,375012,69
Programmes,375325,73
Programmes,377892,82
Programmes,378061,39
Programmes,382412,118
Programmes,383261,192
Programmes,384532,124
Programmes,385371,36
Programmes,386192,127
Programmes,386792,65
Programmes,390024,111
Programmes,390184,91
Programmes,392710,142
Programmes,397231,87
Programmes,400305,149
Programmes,401371,59
Programmes,402242,84
Programmes,402493,97
Programmes,404603,139
Programmes,405462,111
Programmes,405831,160
Programmes,408122,42
Programmes,408441,151
Programmes,408682,229
Programmes,408744,72
Programmes,411461,188
Programmes,415471,153
Programmes,417332,93
Programmes,418121,117
Programmes,419912,155
Programmes,421242,212
Programmes,422432,100
Programmes,423061,174
Programmes,423501,59
Programmes,424781,60
Programmes,426761,59
Programmes,427312,66
Programmes,428103,101
Programmes,428483,73
Programmes,428711,77
Programmes,428942,229
Programmes,428961,64
Programmes,429951,143
Programmes,430261,151
Programmes,430446,238
Programmes,430886,83
Programmes,430923,57
Programmes,431023,117
Programmes,431604,127
Programmes,433972,117
Programmes,436962,84
Programmes,438622,106
Programmes,439061,66
Programmes,439503,77
Programmes,439942,84
Programmes,440286,135
Programmes,441172,102
Programmes,442002,94
Programmes,442370,182
Programmes,444143,76
Programmes,445201,124
Programmes,446204,20
Programmes,446302,14
Programmes,447622,209
Programmes,450575,21
Programmes,454032,67
Programmes,454712,56
Programmes,455770,114
Programmes,456362,177
Programmes,456762,67
Programmes,457983,21
Programmes,458401,103
Programmes,460784,216
Programmes,461663,125
Programmes,462953,138
Programmes,463723,162
Programmes,463931,190
Programmes,464692,52
Programmes,465920,22
Programmes,710250,125
Programmes,718750,205
Programmes,719400,91
Programmes,720000,37
Programmes,720250,135
Programmes,721500,168
Programmes,721900,149
Programmes,722080,7
Programmes,722240,7
Programmes,722720,120
Programmes,723800,131
Programmes,723840,8
Programmes,724280,100
Programmes,724840,2
Programmes,35,102
Programmes,481,222
Programmes,531,98
Programmes,801,149
Programmes,1392,122
Programmes,2251,101
Programmes,5691,141
Programmes,5841,51
Programmes,5852,110
Programmes,6531,123
Programmes,7394,141
Programmes,8161,130
Programmes,8391,46
Programmes,8661,100
Programmes,9803,152
Programmes,9950,117
Programmes,12833,31
Programmes,13151,111
Programmes,13454,129
Programmes,14533,276
Programmes,15374,119
Programmes,15741,109
Programmes,16081,178
Programmes,16803,97
Programmes,17803,237
Programmes,17961,131
Programmes,19242,93
Programmes,19901,207
Programmes,22051,129
Programmes,22231,235
Programmes,23131,112
Programmes,23241,100
Programmes,23541,65
Programmes,25179,47
Programmes,26662,118
Programmes,27573,92
Programmes,29062,145
Programmes,29123,266
Programmes,30761,85
Programmes,32092,148
Programmes,32363,149
Programmes,32651,187
Programmes,32941,167
Programmes,33621,31
Programmes,35272,29
Programmes,36352,86
Programmes,39174,54
Programmes,40708,116
Programmes,41781,73
Programmes,42201,141
Programmes,42621,78
Programmes,44131,99
Programmes,45602,167
Programmes,46613,219
Programmes,47476,288
Programmes,52141,143
Programmes,52162,63
Programmes,54692,125
Programmes,54931,139
Programmes,57451,54
Programmes,59351,67
Programmes,59604,51
Programmes,62804,315
Programmes,64352,95
Programmes,66761,187
Programmes,66923,124
Programmes,67304,138
Programmes,67711,108
Programmes,67904,84
Programmes,67981,61
Programmes,68423,255
Programmes,68517,160
Programmes,72985,210
Programmes,74339,87
Programmes,74471,74
Programmes,75703,135
Programmes,80981,85
Programmes,82741,26
Programmes,82752,67
Programmes,84382,80
Programmes,84745,93
Programmes,84830,89
Programmes,84831,98
Programmes,84981,24
Programmes,85981,29
Programmes,86173,48
Programmes,87646,99
Programmes,89644,121
Programmes,90312,171
Programmes,90313,32
Programmes,94745,121
Programmes,94802,67
Programmes,94922,139
Programmes,95041,5
Programmes,96533,58
Programmes,96950,4
Programmes,99051,88
Programmes,104032,105
Programmes,104863,100
Programmes,104933,32
Programmes,105092,18
Programmes,105404,198
Programmes,106031,97
Programmes,108592,97
Programmes,110372,194
Programmes,111071,44
Programmes,111583,232
Programmes,112095,231
Programmes,112811,159
Programmes,113271,89
Programmes,114211,42
Programmes,114523,103
Programmes,114717,89
Programmes,115334,151
Programmes,115511,77
Programmes,115521,50
Programmes,115565,43
Programmes,116021,85
Programmes,117025,7
Programmes,118073,27
Programmes,119054,99
Programmes,120293,158
Programmes,120963,99
Programmes,123914,126
Programmes,125291,90
Programmes,127103,183
Programmes,128541,162
Programmes,128605,98
Programmes,130633,123
Programmes,133681,81
Programmes,136672,59
Programmes,138741,159
Programmes,139022,52
Programmes,141410,200
Programmes,141631,84
Programmes,141657,202
Programmes,141712,2
Programmes,142171,146
Programmes,143720,174
Programmes,143772,45
Programmes,144262,30
Programmes,145241,155
Programmes,147471,68
Programmes,149362,67
Programmes,149631,132
Programmes,152732,111
Programmes,158201,79
Programmes,158783,169
Programmes,160742,127
Programmes,160923,112
Programmes,163150,107
Programmes,164003,141
Programmes,164112,93
Programmes,164731,57
Programmes,168071,29
Programmes,169572,15
Programmes,171650,49
Programmes,171881,77
Programmes,172744,71
Programmes,173083,39
Programmes,174961,126
Programmes,175404,76
Programmes,175513,151
Programmes,177112,91
Programmes,177663,102
Programmes,180261,95
Programmes,181351,170
Programmes,184213,154
Programmes,185002,62
Programmes,187793,99
Programmes,188251,44
Programmes,188591,343
Programmes,189661,125
Programmes,191591,139
Programmes,192961,171
Programmes,194541,160
Programmes,195211,211
Programmes,195741,229
Programmes,199121,131
Programmes,199152,35
Programmes,199153,84
Programmes,200262,43
Programmes,201482,55
Programmes,201661,221
Programmes,203311,98
Programmes,203910,360
Programmes,204111,20
Programmes,205213,2
Programmes,209682,138
Programmes,213122,22
Programmes,213233,79
Programmes,215502,84
Programmes,216171,184
Programmes,216851,0
Programmes,220074,220
Programmes,220334,21
Programmes,220681,151
Programmes,222821,140
Programmes,222841,154
Programmes,224413,162
Programmes,226040,219
Programmes,226125,195
Programmes,228305,66
Programmes,228311,177
Programmes,228370,175
Programmes,228531,117
Programmes,230475,157
Programmes,233062,91
Programmes,233802,110
Programmes,234273,69
Programmes,234296,93
Programmes,234297,6
Programmes,236511,115
Programmes,237554,111
Programmes,238164,173
Programmes,238351,100
Programmes,238461,251
Programmes,242003,108
Programmes,244481,46
Programmes,247565,102
Programmes,248192,184
Programmes,249581,84
Programmes,252342,82
Programmes,252701,56
Programmes,252712,123
Programmes,252742,196
Programmes,255991,159
Programmes,258812,99
Programmes,261032,35
Programmes,261351,126
Programmes,261603,118
Programmes,261623,95
Programmes,263261,131
Programmes,266752,53
Programmes,266962,137
Programmes,268972,138
Programmes,271055,153
Programmes,274201,98
Programmes,276554,75
Programmes,279184,64
Programmes,280894,180
Programmes,283051,153
Programmes,284502,104
Programmes,287452,132
Programmes,292201,43
Programmes,292377,164
Programmes,292782,156
Programmes,293531,68
Programmes,294891,139
Programmes,295122,35
Programmes,296615,83
Programmes,298964,92
Programmes,299451,68
Programmes,299685,142
Programmes,302312,112
Programmes,302596,32
Programmes,303445,50
Programmes,305402,131
Programmes,306243,139
Programmes,307543,168
Programmes,310485,33
Programmes,310645,59
Programmes,310925,107
Programmes,312221,104
Programmes,312443,138
Programmes,313842,141
Programmes,313912,140
Programmes,314931,38
Programmes,317345,113
Programmes,317911,127
Programmes,318483,129
Programmes,318782,171
Programmes,319302,100
Programmes,319582,58
Programmes,320783,95
Programmes,320971,13
Programmes,321132,165
Programmes,321343,231
Programmes,321854,118
Programmes,323884,111
Programmes,326085,173
Programmes,329531,182
Programmes,330574,96
Programmes,331401,156
Programmes,333304,241
Programmes,333901,284
Programmes,335055,139
Programmes,335473,45
Programmes,336732,96
Programmes,337353,164
Programmes,338145,113
Programmes,338212,77
Programmes,338332,156
Programmes,339013,106
Programmes,339254,87
Programmes,339664,141
Programmes,339871,176
Programmes,340043,85
Programmes,340874,203
Programmes,341752,134
Programmes,341771,69
Programmes,342020,135
Programmes,342112,117
Programmes,343951,139
Programmes,344532,256
Programmes,344571,246
Programmes,347175,66
Programmes,347732,164
Programmes,351034,67
Programmes,351621,87
Programmes,353201,152
Programmes,354782,196
Programmes,355933,133
Programmes,356431,107
Programmes,359082,111
Programmes,362693,77
Programmes,364503,123
Programmes,364632,21
Programmes,364991,57
Programmes,368764,142
Programmes,370411,144
Programmes,372923,240
Programmes,376842,143
Programmes,378233,150
Programmes,379671,119
Programmes,381912,212
Programmes,382760,179
Programmes,383589,113
Programmes,384792,90
Programmes,385392,79
Programmes,385941,70
Programmes,387501,124
Programmes,390452,120
Programmes,391451,101
Programmes,392882,112
Programmes,396242,20
Programmes,396275,176
Programmes,398525,135
Programmes,398526,85
Programmes,398574,289
Programmes,398731,72
Programmes,399893,91
Programmes,402243,89
Programmes,402431,47
Programmes,403281,129
Programmes,404612,89
Programmes,405509,70
Programmes,406352,137
Programmes,407321,28
Programmes,409303,5
Programmes,411333,67
Programmes,412251,132
Programmes,413111,113
Programmes,414352,160
Programmes,416921,21
Programmes,425503,202
Programmes,425783,94
Programmes,426301,198
Programmes,426831,61
Programmes,426921,89
Programmes,429621,1
Programmes,430404,37
Programmes,430620,99
Programmes,431352,149
Programmes,431551,91
Programmes,432661,145
Programmes,432832,116
Programmes,435331,47
Programmes,437561,102
Programmes,437562,54
Programmes,437674,102
Programmes,438291,122
Programmes,439583,87
Programmes,441352,102
Programmes,441383,91
Programmes,441876,149
Programmes,443601,53
Programmes,444144,215
Programmes,446171,164
Programmes,446804,168
Programmes,449542,150
Programmes,450742,69
Programmes,451594,96
Programmes,451631,137
Programmes,453462,134
Programmes,455951,113
Programmes,456251,183
Programmes,456305,62
Programmes,456402,78
Programmes,457411,160
Programmes,457563,154
Programmes,457576,214
Programmes,459221,145
Programmes,460033,78
Programmes,462304,4
Programmes,462644,84
Programmes,463372,55
Programmes,464001,71
Programmes,465872,106
Programmes,469181,39
Programmes,469602,236
Programmes,701401,45
Programmes,707300,184
Programmes,707900,124
Programmes,718200,160
Programmes,718210,227
Programmes,720150,172
Programmes,720200,149
Programmes,720300,294
Programmes,720350,159
Programmes,720400,251
Programmes,721602,185
Programmes,721850,171
Programmes,722120,188
Programmes,723120,212
Programmes,723200,88
Programmes,723680,126
Programmes,724000,116
Programmes,724080,100
Programmes,724320,224
Programmes,724440,191
Inedit,55,59
Inedit,204,41
Inedit,301,12
Inedit,451,68
Inedit,731,62
Inedit,891,11
Inedit,1393,60
Inedit,1681,221
Inedit,7231,108
Inedit,8331,55
Inedit,8353,67
Inedit,8422,8
Inedit,8514,60
Inedit,9351,4
Inedit,9600,181
Inedit,9616,52
Inedit,9906,154
Inedit,75492,87
Inedit,67333,56
Inedit,12401,75
Inedit,14071,20
Inedit,14073,103
Inedit,74553,116
Inedit,48422,161
Inedit,76073,84
Inedit,45266,94
Inedit,11101,95
Inedit,77732,1
Inedit,84292,74
Inedit,11527,115
Inedit,13405,57
Inedit,27833,80
Inedit,86693,60
Inedit,86952,87
Inedit,49632,100
Inedit,73021,78
Inedit,82762,89
Inedit,85902,76
Inedit,14102,78
Inedit,86544,100
Inedit,30891,115
Inedit,17325,48
Inedit,19325,90
Inedit,57473,73
Inedit,80572,51
Inedit,19464,75
Inedit,19491,131
Inedit,19507,9
Inedit,38772,97
Inedit,25722,29
Inedit,23102,82
Inedit,84556,106
Inedit,68046,119
Inedit,25038,1
Inedit,29144,40
Inedit,25571,29
Inedit,92542,85
Inedit,30164,95
Inedit,30184,104
Inedit,57582,101
Inedit,61504,87
Inedit,67324,38
Inedit,31544,133
Inedit,57172,100
Inedit,36672,1
Inedit,72881,65
Inedit,33801,135
Inedit,58272,24
Inedit,34182,70
Inedit,37881,33
Inedit,89152,30
Inedit,39428,95
Inedit,44892,89
Inedit,45372,66
Inedit,47645,91
Inedit,59690,61
Inedit,69641,91
Inedit,73423,110
Inedit,50901,58
Inedit,65861,67
Inedit,86832,33
Inedit,55532,75
Inedit,86031,64
Inedit,60942,15
Inedit,92329,132
Inedit,61082,45
Inedit,85211,98
Inedit,88991,107
Inedit,68371,67
Inedit,75694,91
Inedit,80991,23
Inedit,81673,5
Inedit,81080,37
Inedit,84761,86
Inedit,86930,24
Inedit,85323,78
Inedit,85861,66
Inedit,93201,66
Inedit,99411,13
Inedit,101491,37
Inedit,101692,66
Inedit,102284,92
Inedit,102531,56
Inedit,102853,63
Inedit,103922,13
Inedit,104051,83
Inedit,104091,73
Inedit,104881,110
Inedit,104994,71
Inedit,105091,34
Inedit,105652,76
Inedit,105931,49
Inedit,106072,87
Inedit,107251,115
Inedit,113523,8
Inedit,113611,91
Inedit,115891,30
Inedit,117051,96
Inedit,117341,82
Inedit,117921,60
Inedit,119305,131
Inedit,119331,99
Inedit,120181,114
Inedit,121951,93
Inedit,122291,89
Inedit,122720,29
Inedit,123373,30
Inedit,125201,100
Inedit,127232,50
Inedit,127571,55
Inedit,128114,100
Inedit,128142,2
Inedit,128535,82
Inedit,136773,45
Inedit,138172,92
Inedit,138595,134
Inedit,138715,29
Inedit,140082,14
Inedit,140521,71
Inedit,142082,63
Inedit,142371,85
Inedit,142752,33
Inedit,142995,132
Inedit,144230,4
Inedit,146576,70
Inedit,148227,159
Inedit,148321,0
Inedit,150801,90
Inedit,152882,106
Inedit,154488,90
Inedit,154813,110
Inedit,154921,88
Inedit,155711,91
Inedit,157011,69
Inedit,158801,63
Inedit,159923,69
Inedit,160410,51
Inedit,162844,108
Inedit,170435,115
Inedit,172043,50
Inedit,172104,137
Inedit,172662,88
Inedit,172741,78
Inedit,172860,125
Inedit,172914,90
Inedit,172961,102
Inedit,175923,34
Inedit,176722,45
Inedit,176873,109
Inedit,178423,83
Inedit,179902,16
Inedit,182282,104
Inedit,182931,45
Inedit,184053,130
Inedit,184364,91
Inedit,184581,60
Inedit,185116,110
Inedit,186232,72
Inedit,187191,59
Inedit,187441,65
Inedit,188681,102
Inedit,191372,50
Inedit,193373,118
Inedit,197622,88
Inedit,198721,107
Inedit,201524,103
Inedit,201632,52
Inedit,201821,32
Inedit,202085,54
Inedit,202214,44
Inedit,202562,116
Inedit,205001,92
Inedit,210701,56
Inedit,213462,52
Inedit,214541,57
Inedit,217372,126
Inedit,224532,41
Inedit,227031,67
Inedit,227982,25
Inedit,229261,56
Inedit,232586,104
Inedit,232943,95
Inedit,233722,129
Inedit,233742,87
Inedit,233941,81
Inedit,235561,79
Inedit,235831,11
Inedit,236833,92
Inedit,237945,51
Inedit,238021,84
Inedit,239121,94
Inedit,242422,58
Inedit,244496,126
Inedit,244715,0
Inedit,246432,80
Inedit,249942,70
Inedit,252134,125
Inedit,252991,61
Inedit,253313,35
Inedit,253442,61
Inedit,254781,38
Inedit,255911,84
Inedit,258652,79
Inedit,258732,109
Inedit,258952,57
Inedit,261581,62
Inedit,262622,137
Inedit,263372,80
Inedit,264151,119
Inedit,267243,87
Inedit,267433,125
Inedit,267481,72
Inedit,268122,102
Inedit,268583,139
Inedit,269255,107
Inedit,270673,50
Inedit,271071,68
Inedit,271162,96
Inedit,272101,92
Inedit,274272,38
Inedit,274732,125
Inedit,275205,89
Inedit,275273,102
Inedit,275751,20
Inedit,276221,32
Inedit,276351,115
Inedit,276712,47
Inedit,279662,7
Inedit,282092,16
Inedit,282411,94
Inedit,282651,88
Inedit,282999,64
Inedit,284694,94
Inedit,285966,95
Inedit,285975,55
Inedit,286912,62
Inedit,290093,144
Inedit,290975,135
Inedit,291822,86
Inedit,291891,143
Inedit,291964,110
Inedit,292231,92
Inedit,292374,99
Inedit,294314,49
Inedit,294861,125
Inedit,295254,184
Inedit,295493,84
Inedit,297122,92
Inedit,297601,86
Inedit,297962,46
Inedit,299122,0
Inedit,300171,71
Inedit,301624,83
Inedit,301781,53
Inedit,302453,93
Inedit,304442,96
Inedit,305031,97
Inedit,307692,75
Inedit,308231,124
Inedit,308361,98
Inedit,309443,114
Inedit,313704,1
Inedit,314413,78
Inedit,314823,136
Inedit,315332,86
Inedit,317384,32
Inedit,318661,116
Inedit,318711,110
Inedit,318981,96
Inedit,320532,36
Inedit,320561,97
Inedit,321135,120
Inedit,321912,73
Inedit,322592,47
Inedit,323812,107
Inedit,323840,3
Inedit,324302,106
Inedit,329162,84
Inedit,329501,117
Inedit,333600,9
Inedit,334921,29
Inedit,335711,94
Inedit,338172,87
Inedit,338590,105
Inedit,338953,86
Inedit,339311,122
Inedit,339491,97
Inedit,339851,13
Inedit,342332,52
Inedit,344002,19
Inedit,347162,57
Inedit,348315,37
Inedit,348442,90
Inedit,350023,51
Inedit,350390,17
Inedit,352223,20
Inedit,353161,97
Inedit,355993,81
Inedit,356871,80
Inedit,362034,99
Inedit,362651,75
Inedit,363131,35
Inedit,364945,38
Inedit,365434,87
Inedit,365721,109
Inedit,367911,72
Inedit,371581,106
Inedit,372146,91
Inedit,372181,94
Inedit,372341,16
Inedit,373722,41
Inedit,376531,35
Inedit,377271,73
Inedit,379013,83
Inedit,379403,158
Inedit,381941,69
Inedit,383245,77
Inedit,383585,126
Inedit,383961,60
Inedit,385401,62
Inedit,385793,129
Inedit,386782,10
Inedit,387041,51
Inedit,388371,18
Inedit,390791,68
Inedit,391331,43
Inedit,398251,74
Inedit,399432,76
Inedit,402249,63
Inedit,404692,58
Inedit,405441,67
Inedit,407211,48
Inedit,407220,113
Inedit,409463,31
Inedit,411540,43
Inedit,412322,56
Inedit,412415,63
Inedit,412623,85
Inedit,416701,87
Inedit,421997,101
Inedit,422160,100
Inedit,426120,124
Inedit,426273,78
Inedit,426924,102
Inedit,429132,136
Inedit,430102,4
Inedit,430455,69
Inedit,431732,166
Inedit,431801,104
Inedit,434682,39
Inedit,437682,96
Inedit,438461,74
Inedit,439502,11
Inedit,439990,124
Inedit,440961,92
Inedit,441953,94
Inedit,444791,76
Inedit,447605,113
Inedit,448762,93
Inedit,448981,57
Inedit,449661,97
Inedit,450503,51
Inedit,452961,11
Inedit,454531,121
Inedit,463842,78
Inedit,464453,102
Inedit,465193,108
Inedit,466201,12
Inedit,468243,47
Inedit,468473,8
Inedit,468533,80
Inedit,469245,70
Inedit,470161,20
Inedit,575001,124
Inedit,700250,58
Inedit,703300,27
Inedit,706850,32
Inedit,709650,52
Inedit,719456,76
Inedit,720700,127
Inedit,720950,88
Inedit,721200,108
Inedit,721250,113
Inedit,722760,106
Inedit,723480,84
Inedit,723600,99
Inedit,724048,89
Inedit,724120,183
Inedit,724520,165
Inedit,31,47
Inedit,321,63
Inedit,733,58
Inedit,802,37
Inedit,821,47
Inedit,1791,43
Inedit,3741,69
Inedit,8291,35
Inedit,8341,20
Inedit,8374,4
Inedit,8451,8
Inedit,8632,135
Inedit,9900,94
Inedit,10992,91
Inedit,11592,129
Inedit,12454,88
Inedit,12562,116
Inedit,13423,77
Inedit,13686,158
Inedit,14114,56
Inedit,14445,125
Inedit,14693,25
Inedit,17082,54
Inedit,17303,52
Inedit,17326,134
Inedit,18701,40
Inedit,19941,84
Inedit,19945,36
Inedit,19984,22
Inedit,21571,45
Inedit,23262,66
Inedit,23491,72
Inedit,24753,1
Inedit,25032,137
Inedit,28113,104
Inedit,28264,85
Inedit,28661,53
Inedit,28732,90
Inedit,28991,131
Inedit,29373,79
Inedit,29741,14
Inedit,33751,53
Inedit,36602,85
Inedit,38592,22
Inedit,38931,69
Inedit,42011,87
Inedit,42075,93
Inedit,45876,43
Inedit,45877,167
Inedit,46862,31
Inedit,49522,90
Inedit,50033,132
Inedit,50833,66
Inedit,53122,91
Inedit,58735,105
Inedit,58773,107
Inedit,59033,69
Inedit,61132,127
Inedit,67734,73
Inedit,68212,0
Inedit,68561,72
Inedit,68562,28
Inedit,71942,99
Inedit,73099,162
Inedit,73371,67
Inedit,73582,17
Inedit,77351,129
Inedit,77733,102
Inedit,78505,137
Inedit,80391,105
Inedit,81311,97
Inedit,81414,4
Inedit,81541,89
Inedit,81545,104
Inedit,82392,128
Inedit,82603,67
Inedit,83071,78
Inedit,84734,15
Inedit,84774,0
Inedit,84781,9
Inedit,84782,0
Inedit,86103,151
Inedit,86353,118
Inedit,86860,12
Inedit,88111,101
Inedit,89105,102
Inedit,90191,74
Inedit,91492,64
Inedit,92441,51
Inedit,94743,31
Inedit,95044,83
Inedit,95076,124
Inedit,96184,104
Inedit,96641,58
Inedit,99031,89
Inedit,103201,81
Inedit,103561,88
Inedit,104164,63
Inedit,104181,82
Inedit,104642,82
Inedit,104661,46
Inedit,104851,82
Inedit,105375,57
Inedit,106181,85
Inedit,107043,157
Inedit,108192,60
Inedit,108932,61
Inedit,109792,149
Inedit,113131,98
Inedit,114032,94
Inedit,118135,58
Inedit,119122,21
Inedit,119281,31
Inedit,125322,45
Inedit,126311,103
Inedit,127501,75
Inedit,127661,25
Inedit,131031,84
Inedit,133141,90
Inedit,133621,28
Inedit,136666,116
Inedit,137663,50
Inedit,138352,151
Inedit,138641,139
Inedit,138712,99
Inedit,138922,84
Inedit,139503,104
Inedit,144303,25
Inedit,144331,105
Inedit,145792,65
Inedit,146013,104
Inedit,146762,113
Inedit,147071,63
Inedit,147971,109
Inedit,148324,103
Inedit,149335,58
Inedit,149552,91
Inedit,152884,40
Inedit,155143,62
Inedit,157971,91
Inedit,158701,120
Inedit,162501,7
Inedit,162853,90
Inedit,163962,59
Inedit,164771,53
Inedit,166051,102
Inedit,168953,32
Inedit,174813,51
Inedit,175924,60
Inedit,177140,8
Inedit,177201,32
Inedit,181422,109
Inedit,182461,89
Inedit,183942,78
Inedit,185173,90
Inedit,185175,3
Inedit,185241,48
Inedit,187852,98
Inedit,188041,95
Inedit,188933,113
Inedit,189741,84
Inedit,193185,0
Inedit,193731,88
Inedit,194671,123
Inedit,198581,105
Inedit,201041,64
Inedit,202162,97
Inedit,202292,118
Inedit,202370,7
Inedit,203343,94
Inedit,203672,24
Inedit,204451,50
Inedit,204507,86
Inedit,204891,100
Inedit,205601,21
Inedit,206924,83
Inedit,209151,132
Inedit,209494,109
Inedit,211844,119
Inedit,213542,46
Inedit,213933,64
Inedit,214841,58
Inedit,215581,74
Inedit,215723,78
Inedit,216371,78
Inedit,216471,48
Inedit,221842,74
Inedit,223612,116
Inedit,227281,71
Inedit,228122,25
Inedit,232572,30
Inedit,233181,58
Inedit,235771,116
Inedit,237793,99
Inedit,237821,77
Inedit,238032,55
Inedit,238163,123
Inedit,238886,129
Inedit,240661,56
Inedit,242852,88
Inedit,243552,131
Inedit,244491,36
Inedit,244700,102
Inedit,247550,63
Inedit,249791,148
Inedit,250412,25
Inedit,251251,62
Inedit,251922,111
Inedit,252212,75
Inedit,253164,71
Inedit,255072,46
Inedit,256983,78
Inedit,257302,84
Inedit,260602,83
Inedit,261273,92
Inedit,261730,108
Inedit,262461,12
Inedit,264442,114
Inedit,267391,124
Inedit,268841,70
Inedit,269141,108
Inedit,269222,76
Inedit,270633,62
Inedit,272392,85
Inedit,272701,86
Inedit,273071,29
Inedit,273182,20
Inedit,273565,70
Inedit,275334,96
Inedit,275460,43
Inedit,277201,49
Inedit,277721,99
Inedit,277851,79
Inedit,277893,15
Inedit,277940,75
Inedit,278231,47
Inedit,279192,34
Inedit,281723,98
Inedit,282842,67
Inedit,282860,4
Inedit,284111,71
Inedit,284490,94
Inedit,284662,139
Inedit,284747,8
Inedit,285872,122
Inedit,286831,47
Inedit,288291,28
Inedit,288922,34
Inedit,289783,133
Inedit,290022,84
Inedit,290032,82
Inedit,290063,3
Inedit,290191,104
Inedit,290388,91
Inedit,291014,110
Inedit,291027,97
Inedit,291114,31
Inedit,292341,96
Inedit,296921,10
Inedit,298142,50
Inedit,301633,84
Inedit,302485,84
Inedit,303122,49
Inedit,303281,89
Inedit,303803,21
Inedit,305101,96
Inedit,307502,168
Inedit,312981,89
Inedit,315411,49
Inedit,317394,86
Inedit,317613,76
Inedit,317831,18
Inedit,318612,17
Inedit,320333,73
Inedit,321594,31
Inedit,324021,72
Inedit,324212,68
Inedit,329941,60
Inedit,330431,62
Inedit,331964,48
Inedit,335751,37
Inedit,336023,69
Inedit,336432,91
Inedit,336801,105
Inedit,337051,49
Inedit,337784,101
Inedit,338335,56
Inedit,338461,100
Inedit,339713,96
Inedit,339911,102
Inedit,341652,95
Inedit,343010,2
Inedit,343491,142
Inedit,343762,52
Inedit,345631,81
Inedit,347302,97
Inedit,348311,38
Inedit,350169,56
Inedit,350641,95
Inedit,351441,34
Inedit,353252,40
Inedit,353531,62
Inedit,356024,65
Inedit,357904,78
Inedit,358333,106
Inedit,359462,34
Inedit,359622,89
Inedit,359772,128
Inedit,362414,63
Inedit,364121,66
Inedit,366992,102
Inedit,367871,85
Inedit,368723,3
Inedit,369792,166
Inedit,370251,90
Inedit,374082,65
Inedit,374431,29
Inedit,381152,74
Inedit,381240,5
Inedit,382423,30
Inedit,382660,75
Inedit,383599,122
Inedit,384051,33
Inedit,385823,108
Inedit,386264,164
Inedit,387142,47
Inedit,388971,67
Inedit,393253,174
Inedit,393312,85
Inedit,394522,44
Inedit,395671,127
Inedit,395720,13
Inedit,395872,93
Inedit,396151,73
Inedit,396502,105
Inedit,399341,95
Inedit,399681,2
Inedit,403681,175
Inedit,404350,35
Inedit,406333,116
Inedit,406812,81
Inedit,407140,9
Inedit,407229,91
Inedit,410232,73
Inedit,412061,63
